row_label_raw,row_label_full,b) Thuế và các khoản phải nộp nhà nước > Thuế giá trị gia tăng,Đầu năm VND > 334.366.740,Số phải nộp VND > -,Số đã thực nộp VND > -,Cuối năm VND > 334.366.740,numeric__Đầu năm VND > 334.366.740,numeric__Số phải nộp VND > -,numeric__Số đã thực nộp VND > -,numeric__Cuối năm VND > 334.366.740
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,2.188.615.803,27.717.806.702,4.017.140.612,25.889.281.893,2188615803.0,27717806702.0,4017140612.0,25889281893.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,58.218.790,1.573.101.443,1.531.073.563,100.246.670,58218790.0,1573101443.0,1531073563.0,100246670.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,-,461.739.600,461.739.600,-,,461739600.0,461739600.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,4.000.000,4.000.000,-,,4000000.0,4000000.0,
"Phí, lệ phí và phải nộp khác","Phí, lệ phí và phải nộp khác","Phí, lệ phí và phải nộp khác",,,,,,,,
Cộng,"Phí, lệ phí và phải nộp khác > Cộng",Cộng,2.581.201.333,29.756.647.745,6.013.953.775,26.323.895.303,2581201333.0,29756647745.0,6013953775.0,26323895303.0
