row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,VI.1,716.192.871.872,231.097.017.916,,,716192871872.0,231097017916.0
02,02,02,Các khoản giảm trừ doanh thu,VI.2,162.708.886.794,36.771.761.184,,,162708886794.0,36771761184.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,VI.3,553.483.985.078,194.325.256.732,,,553483985078.0,194325256732.0
11,11,11,Giá vốn hàng bán,VI.4,362.630.564.218,140.956.160.051,,,362630564218.0,140956160051.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,190.853.420.860,53.369.096.681,,,190853420860.0,53369096681.0
21,21,21,Doanh thu hoạt động tài chính,VI.5,32.883.753.060,68.497.547.909,,,32883753060.0,68497547909.0
22,22,22,Chi phí tài chính,VI.6,37.712.312.492,5.589.429.740,,,37712312492.0,5589429740.0
23,23,23,Trong đó: Chi phí lãi vay,,5.004.898.055,805.400.470,,,5004898055.0,805400470.0
25,25,25,Chi phí bán hàng,VI.7,7.987.650.802,6.957.157.743,,,7987650802.0,6957157743.0
26,26,26,Chi phí quản lý doanh nghiệp,VI.7,51.792.360.562,65.952.510.851,,,51792360562.0,65952510851.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,126.244.850.064,43.367.546.256,,,126244850064.0,43367546256.0
31,31,31,Thu nhập khác,,2.428.566.002,5.962.951.478,,,2428566002.0,5962951478.0
32,32,32,Chi phí khác,,538.285.184,21.254.657.962,,,538285184.0,21254657962.0
40,40,40,Lợi nhuận khác,VI.8,1.890.280.818,(15.291.706.484),,,1890280818.0,-15291706484.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,128.135.130.882,28.075.839.772,,,128135130882.0,28075839772.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp hiện hành,VI.9,27.717.806.702,7.297.022.931,,,27717806702.0,7297022931.0
52,52,52,Chi phí thuế thu nhập doanh nghiệp hoãn lại,,(5.459.240.856),3.473.083.104,,,-5459240856.0,3473083104.0
60,60,60,Lợi nhuận sau thuế thu nhập doanh nghiệp,,105.876.565.036,17.305.733.737,,,105876565036.0,17305733737.0
