row_label_raw,row_label_full,a) Phải thu về cho vay ngắn hạn,Cuối năm VND > Giá trị gốc,Cuối năm VND > Dự phòng,Đầu năm VND > Giá trị gốc,Đầu năm VND > Dự phòng,numeric__Cuối năm VND > Giá trị gốc,numeric__Cuối năm VND > Dự phòng,numeric__Đầu năm VND > Giá trị gốc,numeric__Đầu năm VND > Dự phòng
Các khoản cho vay các bên liên quan Công ty CP Cấu kiện Bê tông DIC Miền Đông,Các khoản cho vay các bên liên quan Công ty CP Cấu kiện Bê tông DIC Miền Đông,Các khoản cho vay các bên liên quan Công ty CP Cấu kiện Bê tông DIC Miền Đông,3.500.000.000,-,1.000.000.000,-,3500000000.0,,1000000000.0,
Công ty CP ĐTPT Phương Nam,Công ty CP ĐTPT Phương Nam,Công ty CP ĐTPT Phương Nam,12.700.000.000,-,4.000.000.000,-,12700000000.0,,4000000000.0,
Công ty CP ĐTPTXD DLTT Vũng Tàu,Công ty CP ĐTPTXD DLTT Vũng Tàu,Công ty CP ĐTPTXD DLTT Vũng Tàu,18.000.000.000,-,,-,18000000000.0,,,
Cộng,Cộng,Cộng,34.200.000.000,-,5.000.000.000,-,34200000000.0,,5000000000.0,
