row_label_raw,row_label_full,b) Phải thu về cho vay dài hạn,Cuối kỳ VND > Giá trị gốc,Cuối kỳ VND > Dự phòng,Đầu năm VND > Giá trị gốc,Đầu năm VND > Dự phòng,numeric__Cuối kỳ VND > Giá trị gốc,numeric__Cuối kỳ VND > Dự phòng,numeric__Đầu năm VND > Giá trị gốc,numeric__Đầu năm VND > Dự phòng
Các khoản cho vay các bên liên quan,Các khoản cho vay các bên liên quan,Các khoản cho vay các bên liên quan,Các khoản cho vay các bên liên quan,Các khoản cho vay các bên liên quan,Các khoản cho vay các bên liên quan,Các khoản cho vay các bên liên quan,,,,
Công Ty CP ĐTPTXD (DIC) Số 2,Các khoản cho vay các bên liên quan > Công Ty CP ĐTPTXD (DIC) Số 2,Công Ty CP ĐTPTXD (DIC) Số 2,-,-,3.042.447.000,-,,,3042447000.0,
Công Ty CP Vật Liệu Xây dựng DIC,Các khoản cho vay các bên liên quan > Công Ty CP Vật Liệu Xây dựng DIC,Công Ty CP Vật Liệu Xây dựng DIC,5.244.539.977,-,5.961.023.149,-,5244539977.0,,5961023149.0,
Công Ty CP ĐTPTXD Khoáng Sản Miền Trung,Các khoản cho vay các bên liên quan > Công Ty CP ĐTPTXD Khoáng Sản Miền Trung,Công Ty CP ĐTPTXD Khoáng Sản Miền Trung,4.205.000.000,-,4.205.000.000,-,4205000000.0,,4205000000.0,
Công Ty CP Gạch men Anh em DIC,Các khoản cho vay các bên liên quan > Công Ty CP Gạch men Anh em DIC,Công Ty CP Gạch men Anh em DIC,10.000.000.000,-,10.000.000.000,-,10000000000.0,,10000000000.0,
Công Ty CP Cấu kiện Bê tông DIC Miền Đông,Các khoản cho vay các bên liên quan > Công Ty CP Cấu kiện Bê tông DIC Miền Đông,Công Ty CP Cấu kiện Bê tông DIC Miền Đông,8.054.507.014,-,8.054.507.014,-,8054507014.0,,8054507014.0,
Công Ty CP ĐTPTXD Thanh Bình,Các khoản cho vay các bên liên quan > Công Ty CP ĐTPTXD Thanh Bình,Công Ty CP ĐTPTXD Thanh Bình,-,-,399.494.988,-,,,399494988.0,
CN Công ty CP Đầu tư XD A.T.A - BQL dự án A.T.A,Các khoản cho vay các bên liên quan > CN Công ty CP Đầu tư XD A.T.A - BQL dự án A.T.A,CN Công ty CP Đầu tư XD A.T.A - BQL dự án A.T.A,26.242.803.794,-,44.242.803.794,-,26242803794.0,,44242803794.0,
