row_label_raw,row_label_full,a) Phải thu ngắn hạn khác,Cuối năm VND > Giá trị gốc,Cuối năm VND > Dự phòng,Đầu năm VND > Giá trị gốc,Đầu năm VND > Dự phòng,numeric__Cuối năm VND > Giá trị gốc,numeric__Cuối năm VND > Dự phòng,numeric__Đầu năm VND > Giá trị gốc,numeric__Đầu năm VND > Dự phòng
Tạm ứng,Tạm ứng,Tạm ứng,25.228.842.988,(6.599.860.449),29.666.748.790,(6.599.860.449),25228842988.0,-6599860449.0,29666748790.0,-6599860449.0
Phải thu khác,Phải thu khác,Phải thu khác,83.230.465.573,-,80.303.570.249,-,83230465573.0,,80303570249.0,
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,42.926.964.540,-,41.682.349.445,-,42926964540.0,,41682349445.0,
Ứng trước tiền đền bù (Long Tân),Ứng trước tiền đền bù (Long Tân),Ứng trước tiền đền bù (Long Tân),28.217.555.600,-,26.819.655.600,-,28217555600.0,,26819655600.0,
Ứng trước đền bù dự án Bắc Vũng Tàu,Ứng trước đền bù dự án Bắc Vũng Tàu,Ứng trước đền bù dự án Bắc Vũng Tàu,10.075.000.000,-,10.075.000.000,-,10075000000.0,,10075000000.0,
Khác,Khác,Khác,2.010.945.433,-,1.726.565.204,-,2010945433.0,,1726565204.0,
Cộng,Cộng,Cộng,108.459.308.561,(6.599.860.449),109.970.319.039,(6.599.860.449),108459308561.0,-6599860449.0,109970319039.0,-6599860449.0
