row_label_raw,row_label_full,a) Thuế và các khoản phải thu nhà nước,Đầu năm VND,Số phải nộp VND,Số đã thực nộp VND,Cuối năm VND,numeric__Đầu năm VND,numeric__Số phải nộp VND,numeric__Số đã thực nộp VND,numeric__Cuối năm VND
Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,-,-,-,-,,,,
Các khoản thuế nộp thừa cho Nhà nước,Thuế thu nhập doanh nghiệp nộp thừa > Các khoản thuế nộp thừa cho Nhà nước,Các khoản thuế nộp thừa cho Nhà nước,6.611.445.762,-,2.766.246.418,9.377.692.180,6611445762.0,,2766246418.0,9377692180.0
Cộng,Thuế thu nhập doanh nghiệp nộp thừa > Cộng,Cộng,6.611.445.762,-,2.766.246.418,9.377.692.180,6611445762.0,,2766246418.0,9377692180.0
