row_label_raw,row_label_full,b) Phải thu dài hạn khác,Cuối năm VND > Giá trị gốc,Cuối năm VND > Dự phòng,Đầu năm VND > Giá trị gốc,Đầu năm VND > Dự phòng,numeric__Cuối năm VND > Giá trị gốc,numeric__Cuối năm VND > Dự phòng,numeric__Đầu năm VND > Giá trị gốc,numeric__Đầu năm VND > Dự phòng
Phải thu về hợp đồng hợp tác kinh doanh,Phải thu về hợp đồng hợp tác kinh doanh,Phải thu về hợp đồng hợp tác kinh doanh,87.318.359.768,-,87.318.359.768,-,87318359768.0,,87318359768.0,
Công ty Cổ phần Đầu tư XD ATA,Công ty Cổ phần Đầu tư XD ATA,Công ty Cổ phần Đầu tư XD ATA,84.318.359.768,-,84.318.359.768,-,84318359768.0,,84318359768.0,
Công ty Cổ phần ĐT và TM DIC,Công ty Cổ phần ĐT và TM DIC,Công ty Cổ phần ĐT và TM DIC,3.000.000.000,-,3.000.000.000,-,3000000000.0,,3000000000.0,
Cộng,Cộng,Cộng,87.318.359.768,-,87.318.359.768,-,87318359768.0,,87318359768.0,
