row_label_raw,row_label_full,b) Phải trả dài hạn khác,Cuối năm VND,Đầu năm VND,numeric__Cuối năm VND,numeric__Đầu năm VND
Nhận ký quỹ ký cược dài hạn,Nhận ký quỹ ký cược dài hạn,Nhận ký quỹ ký cược dài hạn,116.274.962,469.393.801,116274962.0,469393801.0
Công ty CP ĐTPTXD Bê tông,Công ty CP ĐTPTXD Bê tông,Công ty CP ĐTPTXD Bê tông,116.274.962,469.393.801,116274962.0,469393801.0
Cộng*,Cộng*,Cộng*,116.274.962,469.393.801,116274962.0,469393801.0
