row_label_raw,row_label_full,Tên Công ty,Lĩnh vực kinh doanh chính,% Sở hữu,numeric__Lĩnh vực kinh doanh chính,numeric__% Sở hữu
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,
Công ty CP Đầu tư Phát triển Xây dựng số 1,Công ty con > Công ty CP Đầu tư Phát triển Xây dựng số 1,Công ty CP Đầu tư Phát triển Xây dựng số 1,"Đầu tư kinh doanh phát triển các khu đô thị và khu công nghiệp; đầu tư kinh doanh phát triển nhà và hạ tầng kỹ thuật đô thị, khu công nghiệp, khu chế xuất, khu công nghệ cao, khu kinh tế mới...","51,67",,51.67
Công ty CP Du lịch và Thương mại DIC,Công ty con > Công ty CP Du lịch và Thương mại DIC,Công ty CP Du lịch và Thương mại DIC,"Kinh doanh khách sạn, du lịch; Vận chuyển hành khách du lịch đường bộ; Kinh doanh dịch vụ du lịch lữ hành trong nước và nước ngoài ...","68,58",,68.58
Công ty CP Vật liệu Xây dựng DIC,Công ty con > Công ty CP Vật liệu Xây dựng DIC,Công ty CP Vật liệu Xây dựng DIC,"Sản xuất kinh doanh vật liệu xây dựng; Khai thác, chế biến khoáng sản làm vật liệu xây dựng ...","96,36",,96.36
Công ty CP Đầu tư Phát triển Xây dựng Khoáng Sản Miền Trung,Công ty con > Công ty CP Đầu tư Phát triển Xây dựng Khoáng Sản Miền Trung,Công ty CP Đầu tư Phát triển Xây dựng Khoáng Sản Miền Trung,"Khảo sát, thăm dò, chế biến khoáng sản phi kim loại làm vật liệu xây dựng, khai thác khoáng sản ...","68,96",,68.96
Công ty CP Cấu kiện Bê tông DIC Miền Đông,Công ty con > Công ty CP Cấu kiện Bê tông DIC Miền Đông,Công ty CP Cấu kiện Bê tông DIC Miền Đông,Sản xuất cấu kiện bê tông ...,"91,05",,91.05
Công ty CP Đầu tư Phát triển Xây dựng Hà Nam,Công ty con > Công ty CP Đầu tư Phát triển Xây dựng Hà Nam,Công ty CP Đầu tư Phát triển Xây dựng Hà Nam,"Đầu tư kinh doanh phát triển các khu đô thị và khu công nghiệp; đầu tư kinh doanh phát triển nhà và hạ tầng kỹ thuật đô thị, khu công nghiệp, khu chế xuất, khu công nghệ cao, khu kinh tế mới ...","98,00",,98.0
