row_label_raw,row_label_full,17. Chi phí phải trả ngắn hạn,Cuối năm VND,Đầu năm VND,numeric__Cuối năm VND,numeric__Đầu năm VND
Lãi trái phiếu phải trả,Lãi trái phiếu phải trả,Lãi trái phiếu phải trả,66.718.750.000,53.294.520.548,66718750000.0,53294520548.0
Lãi vay phải trả,Lãi vay phải trả,Lãi vay phải trả,8.764.524.469,1.167.023.308,8764524469.0,1167023308.0
Chi phí đầu tư khu phức hợp 34ha- thuộc nghĩa vụ Taekwang,Chi phí đầu tư khu phức hợp 34ha- thuộc nghĩa vụ Taekwang,Chi phí đầu tư khu phức hợp 34ha- thuộc nghĩa vụ Taekwang,1.052.245.085,6.901.543.681,1052245085.0,6901543681.0
Chi phí thiết kế - thi công nội thất Văn phòng làm việc,Chi phí thiết kế - thi công nội thất Văn phòng làm việc,Chi phí thiết kế - thi công nội thất Văn phòng làm việc,-,4.890.665.000,,4890665000.0
Các khoản trích trước khác,Các khoản trích trước khác,Các khoản trích trước khác,1.471.836.012,1.301.366.552,1471836012.0,1301366552.0
Cộng,Cộng,Cộng,78.007.355.566,67.555.119.089,78007355566.0,67555119089.0
