row_label_raw,row_label_full,Cổ phiếu,Cuối nămCổ phiếu,Đầu nămCổ phiếu,numeric__Cuối nămCổ phiếu,numeric__Đầu nămCổ phiếu
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,238.194.819,214.533.793,238194819.0,214533793.0
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,238.194.819,214.533.793,238194819.0,214533793.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,238.194.819,214.533.793,238194819.0,214533793.0
Số lượng cổ phiếu được mua lại,Số lượng cổ phiếu được mua lại,Số lượng cổ phiếu được mua lại,-,-,,
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,-,-,,
Số lượng cổ phiếu đang lưu hành,Cổ phiếu phổ thông > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,238.194.819,214.533.793,238194819.0,214533793.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông > Cổ phiếu phổ thông,Cổ phiếu phổ thông,238.194.819,214.533.793,238194819.0,214533793.0
Mệnh giá cổ phiếu: 10.000 đ/CP,Mệnh giá cổ phiếu: 10.000 đ/CP,Mệnh giá cổ phiếu: 10.000 đ/CP,,,,
