row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí môi giới bắt động sản,Ngắn hạn > Chi phí môi giới bắt động sản,Chi phí môi giới bắt động sản,262.027.518,52.223.000.005,262027518.0,52223000005.0
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",26.979.513.489,23.329.030.213,26979513489.0,23329030213.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,4.050.602.975,3.190.400.384,4050602975.0,3190400384.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,31.292.143.982,78.742.430.602,31292143982.0,78742430602.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",43.092.689.905,39.508.197.356,43092689905.0,39508197356.0
Chi phí giống,Dài hạn > Chi phí giống,Chi phí giống,84.980.497.808,30.659.313.000,84980497808.0,30659313000.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,1.848.840.216,1.635.263.656,1848840216.0,1635263656.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,129.922.027.929,71.802.774.012,129922027929.0,71802774012.0
