row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Như So,Tên > Ông Nguyễn Như So,Ông Nguyễn Như So,Chủ tịch HĐQT,1.933.309.000,1.877.296.000,,1933309000.0,1877296000.0
Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo,Phó Chủ tịch HĐQT,,,,,
Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo > Ông Nguyễn Khắc Thảo,Ông Nguyễn Khắc Thảo,kiêm Tổng Giám đốc,1.330.309.000,1.302.296.000,,1330309000.0,1302296000.0
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Thành viên HĐQT kiểm,,,,,
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương > Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Phó Tổng Giám đốc,848.309.000,1.022.296.000,,848309000.0,1022296000.0
Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường,Thành viên HĐQT kiểm,,,,,
Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường > Ông Nguyễn Thế Tường,Ông Nguyễn Thế Tường,Phó Tổng Giám đốc,848.309.000,1.022.296.000,,848309000.0,1022296000.0
Ông Hoàng Văn Chung,Ông Nguyễn Thế Tường > Ông Hoàng Văn Chung,Ông Hoàng Văn Chung,Phó Tổng Giám đốc,1.052.129.000,1.050.182.000,,1052129000.0,1050182000.0
Ông Nguyễn Hoàng Nguyên,Ông Nguyễn Thế Tường > Ông Nguyễn Hoàng Nguyên,Ông Nguyễn Hoàng Nguyên,Thành viên HĐQT,521.704.000,240.000.000,,521704000.0,240000000.0
Ông Lê Quốc Đoàn,Ông Nguyễn Thế Tường > Ông Lê Quốc Đoàn,Ông Lê Quốc Đoàn,Thành viên HĐQT,542.216.481,240.000.000,,542216481.0,240000000.0
Bà Nguyễn Thanh Hương,Ông Nguyễn Thế Tường > Bà Nguyễn Thanh Hương,Bà Nguyễn Thanh Hương,Thành viên HĐQT,240.000.000,360.000.000,,240000000.0,360000000.0
Ông Hoàng Nguyên Học,Ông Nguyễn Thế Tường > Ông Hoàng Nguyên Học,Ông Hoàng Nguyên Học,Thành viên HĐQT,240.000.000,360.000.000,,240000000.0,360000000.0
Ông Bùi Văn Hoan,Ông Nguyễn Thế Tường > Ông Bùi Văn Hoan,Ông Bùi Văn Hoan,Thành viên HĐQT,241.000.000,361.000.000,,241000000.0,361000000.0
Ông Phạm Văn Học,Ông Nguyễn Thế Tường > Ông Phạm Văn Học,Ông Phạm Văn Học,Phó Tổng Giám đốc,848.309.000,872.296.000,,848309000.0,872296000.0
Ông Nguyễn Văn Tuế,Ông Nguyễn Thế Tường > Ông Nguyễn Văn Tuế,Ông Nguyễn Văn Tuế,Phó Tổng Giám đốc,848.309.000,872.296.000,,848309000.0,872296000.0
Ông Lê Minh Tuấn,Ông Nguyễn Thế Tường > Ông Lê Minh Tuấn,Ông Lê Minh Tuấn,Phó Tổng Giám đốc(bổ nhiệm ngày 3tháng 1 năm 2023),848.309.000,-,,848309000.0,
Ông Đỗ Viết Quân,Ông Nguyễn Thế Tường > Ông Đỗ Viết Quân,Ông Đỗ Viết Quân,Phó Tổng Giám đốc(bổ nhiệm ngày 3tháng 1 năm 2023),848.309.000,-,,848309000.0,
Bà Lê Thị Minh Thu,Ông Nguyễn Thế Tường > Bà Lê Thị Minh Thu,Bà Lê Thị Minh Thu,Phó Tổng Giám đốc(bổ nhiệm ngày 1tháng 4 năm 2023),650.219.000,-,,650219000.0,
Bà Bùi Hải Huyền,Ông Nguyễn Thế Tường > Bà Bùi Hải Huyền,Bà Bùi Hải Huyền,Phó Tổng Giám đốc(bổ nhiệm ngày 16tháng 8 năm 2023),425.045.000,-,,425045000.0,
Ông Nguyễn Thế Chinh,Ông Nguyễn Thế Tường > Ông Nguyễn Thế Chinh,Ông Nguyễn Thế Chinh,Phó Tổng Giám đốc(miễn nhiệm ngày 15tháng 11 năm 2022),-,735.135.000,,,735135000.0
TỔNG CỘNG,Ông Nguyễn Thế Tường > TỔNG CỘNG,TỔNG CỘNG,,12.265.785.481,10.315.093.000,,12265785481.0,10315093000.0
