row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả từ L/C UPAS (*),Ngắn hạn > Phải trả từ L/C UPAS (*),Phải trả từ L/C UPAS (*),686.258.553.711,-,686258553711.0,
Các khoản đặt cọc liên quan đến các dự án bất động sản,Ngắn hạn > Các khoản đặt cọc liên quan đến các dự án bất động sản,Các khoản đặt cọc liên quan đến các dự án bất động sản,285.793.734.323,187.429.866.750,285793734323.0,187429866750.0
Kinh phí bảo trì dự án Parkview,Ngắn hạn > Kinh phí bảo trì dự án Parkview,Kinh phí bảo trì dự án Parkview,14.465.838.000,-,14465838000.0,
"Các khoản phải trả, phải nộp ngắn hạn khác","Ngắn hạn > Các khoản phải trả, phải nộp ngắn hạn khác","Các khoản phải trả, phải nộp ngắn hạn khác",50.869.420.423,33.987.403.907,50869420423.0,33987403907.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.037.387.546.457,221.417.270.657,1037387546457.0,221417270657.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Khoản hỗ trợ của UBND tỉnh Bắc Ninh (**),Dài hạn > Khoản hỗ trợ của UBND tỉnh Bắc Ninh (**),Khoản hỗ trợ của UBND tỉnh Bắc Ninh (**),131.058.667.000,147.441.000.000,131058667000.0,147441000000.0
"Nhận ký quỹ, ký cược dài hạn (***)","Dài hạn > Nhận ký quỹ, ký cược dài hạn (***)","Nhận ký quỹ, ký cược dài hạn (***)",36.576.462.971,74.649.830.322,36576462971.0,74649830322.0
"Các khoản phải trả, phải nộp dài hạn khác","Dài hạn > Các khoản phải trả, phải nộp dài hạn khác","Các khoản phải trả, phải nộp dài hạn khác",9.814.252.447,11.508.089.656,9814252447.0,11508089656.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,177.449.382.418,233.598.919.978,177449382418.0,233598919978.0
