row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,432.440.161.015,403.169.934.750,432440161015.0,403169934750.0
- Chi phí vật liệu và công cụ dụng cụ,- Chi phí vật liệu và công cụ dụng cụ,- Chi phí vật liệu và công cụ dụng cụ,19.838.845.590,18.949.053.980,19838845590.0,18949053980.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,216.888.354.676,221.348.867.606,216888354676.0,221348867606.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,33.177.879.576,27.801.814.325,33177879576.0,27801814325.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,125.335.242.949,79.448.497.778,125335242949.0,79448497778.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,37.199.838.224,55.621.701.061,37199838224.0,55621701061.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,356.355.906.770,343.520.530.816,356355906770.0,343520530816.0
- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,11.656.387.528,8.681.235.656,11656387528.0,8681235656.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,207.436.244.368,212.079.816.001,207436244368.0,212079816001.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,58.395.651.467,41.390.710.012,58395651467.0,41390710012.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,39.935.821.102,42.975.238.797,39935821102.0,42975238797.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,38.931.802.305,38.393.530.350,38931802305.0,38393530350.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,788.796.067.785,746.690.465.566,788796067785.0,746690465566.0
