row_label_raw,row_label_full,Số đầu năm > Giá trị (đồng thời là sốcó khả năng trả nợ),Số phát sinh trong năm > Tăng,Số phát sinh trong năm > Giảm,Đơn vị tính: VND > Số cuối năm > Giá trị (đồng thời là sốcó khả năng trả nợ),numeric__Số phát sinh trong năm > Tăng,numeric__Số phát sinh trong năm > Giảm,numeric__Đơn vị tính: VND > Số cuối năm > Giá trị (đồng thời là sốcó khả năng trả nợ)
3.173.371.678.210,3.173.371.678.210,3.173.371.678.210,11.761.678.505.326,(10.379.023.975.432),4.556.026.208.104,11761678505326.0,-10379023975432.0,4556026208104.0
308.179.301.679,308.179.301.679,308.179.301.679,176.204.873.373,(308.179.301.679),176.204.873.373,176204873373.0,-308179301679.0,176204873373.0
73.059.266.832,73.059.266.832,73.059.266.832,108.489.727.777,(73.059.266.832),108.489.727.777,108489727777.0,-73059266832.0,108489727777.0
150.000.000.000,150.000.000.000,150.000.000.000,-,(150.000.000.000),-,,-150000000000.0,
3.704.610.246.721,3.704.610.246.721,3.704.610.246.721,12.046.373.106.476,(10.910.262.543.943),4.840.720.809.254,12046373106476.0,-10910262543943.0,4840720809254.0
642.430.648.570,642.430.648.570,642.430.648.570,360.930.979.000,(286.893.606.924),716.468.020.646,360930979000.0,-286893606924.0,716468020646.0
243.817.934.781,243.817.934.781,243.817.934.781,237.303.197.953,(171.174.601.124),309.946.531.610,237303197953.0,-171174601124.0,309946531610.0
886.248.583.351,886.248.583.351,886.248.583.351,598.234.176.953,(458.068.208.048),1.026.414.552.256,598234176953.0,-458068208048.0,1026414552256.0
