row_label_raw,row_label_full,Số cuối năm,Tổng nợ > Số cuối năm,Từ 1 năm trở xuống > Số cuối năm,Trên 1 năm đến 5 năm > Số cuối năm,Trên 5 năm > Số cuối năm,numeric__Tổng nợ > Số cuối năm,numeric__Từ 1 năm trở xuống > Số cuối năm,numeric__Trên 1 năm đến 5 năm > Số cuối năm,numeric__Trên 5 năm > Số cuối năm
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,2.954.953.138.761,830.316.510.801,385.624.870.336,1.739.011.757.624,2954953138761.0,830316510801.0,385624870336.0,1739011757624.0
Vay dài hạn các tổ chức khác,Vay dài hạn các tổ chức khác,Vay dài hạn các tổ chức khác,611.744.169.029,611.744.169.029,-,-,611744169029.0,611744169029.0,,
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,680.000.000.000,-,680.000.000.000,-,680000000000.0,,680000000000.0,
Cộng,Cộng,Cộng,4.246.697.307.790,1.442.060.679.830,1.065.624.870.336,1.739.011.757.624,4246697307790.0,1442060679830.0,1065624870336.0,1739011757624.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,
Vay dài hạn ngân hàng,Số đầu năm > Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,3.051.841.464.190,815.685.318.616,417.781.918.194,1.818.374.227.379,3051841464190.0,815685318616.0,417781918194.0,1818374227379.0
Vay dài hạn các tổ chức khác,Số đầu năm > Vay dài hạn các tổ chức khác,Vay dài hạn các tổ chức khác,669.475.450.804,669.475.450.804,-,-,669475450804.0,669475450804.0,,
Trái phiếu thường,Số đầu năm > Trái phiếu thường,Trái phiếu thường,1.040.000.000.000,-,1.040.000.000.000,-,1040000000000.0,,1040000000000.0,
Cộng,Số đầu năm > Cộng,Cộng,4.761.316.914.993,1.485.160.769.420,1.457.781.918.194,1.818.374.227.379,4761316914993.0,1485160769420.0,1457781918194.0,1818374227379.0
