row_label_raw,row_label_full,col_0,Quỹ khen thưởng,Quỹ phúc lợi,Cộng,numeric__Quỹ khen thưởng,numeric__Quỹ phúc lợi,numeric__Cộng
Số đầu năm,Số đầu năm,Số đầu năm,510.841.613,1.142.821.864,1.653.663.477,510841613.0,1142821864.0,1653663477.0
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,5.807.629.400,2.488.984.028,8.296.613.428,5807629400.0,2488984028.0,8296613428.0
Chi quỹ trong năm,Chi quỹ trong năm,Chi quỹ trong năm,(4.803.200.000),(3.101.361.110),(7.904.561.110),-4803200000.0,-3101361110.0,-7904561110.0
Số cuối năm,Số cuối năm,Số cuối năm,1.515.271.013,530.444.782,2.045.715.795,1515271013.0,530444782.0,2045715795.0
