row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Sông Đà 2 (Sông Đà 2),Công ty Cổ phần Sông Đà 2 (Sông Đà 2),Công ty Cổ phần Sông Đà 2 (Sông Đà 2),Công ty Cổ phần Sông Đà 2 (Sông Đà 2),Công ty Cổ phần Sông Đà 2 (Sông Đà 2),,
Chi phí công trình nhận từ Sông Đà 2,Công ty Cổ phần Sông Đà 2 (Sông Đà 2) > Chi phí công trình nhận từ Sông Đà 2,Chi phí công trình nhận từ Sông Đà 2,6.919.388,2.815.769.252,6919388.0,2815769252.0
Doanh thu dịch vụ cung cấp cho Sông Đà 2,Công ty Cổ phần Sông Đà 2 (Sông Đà 2) > Doanh thu dịch vụ cung cấp cho Sông Đà 2,Doanh thu dịch vụ cung cấp cho Sông Đà 2,8.984.015,767.024.378,8984015.0,767024378.0
Cổ tức nhận từ Sông Đà 2,Cổ tức nhận từ Sông Đà 2,Cổ tức nhận từ Sông Đà 2,,-,,
Công ty Cổ phần Sông Đà 3 (Sông Đà 3),Công ty Cổ phần Sông Đà 3 (Sông Đà 3),Công ty Cổ phần Sông Đà 3 (Sông Đà 3),Công ty Cổ phần Sông Đà 3 (Sông Đà 3),Công ty Cổ phần Sông Đà 3 (Sông Đà 3),,
"Doanh thu phụ phí, phí bảo lãnh phải thu Sông Đà 3","Công ty Cổ phần Sông Đà 3 (Sông Đà 3) > Doanh thu phụ phí, phí bảo lãnh phải thu Sông Đà 3","Doanh thu phụ phí, phí bảo lãnh phải thu Sông Đà 3",12.252.283.708,-,12252283708.0,
Doanh thu dịch vụ cung cấp cho Sông Đà 3,Công ty Cổ phần Sông Đà 3 (Sông Đà 3) > Doanh thu dịch vụ cung cấp cho Sông Đà 3,Doanh thu dịch vụ cung cấp cho Sông Đà 3,-,293.171.970,,293171970.0
Chi phí công trình nhận từ Sông Đà 3,Công ty Cổ phần Sông Đà 3 (Sông Đà 3) > Chi phí công trình nhận từ Sông Đà 3,Chi phí công trình nhận từ Sông Đà 3,54.053.028.266,5.474.321.612,54053028266.0,5474321612.0
Công ty Cổ phần Sông Đà 4 (Sông Đà 4),Công ty Cổ phần Sông Đà 4 (Sông Đà 4),Công ty Cổ phần Sông Đà 4 (Sông Đà 4),Công ty Cổ phần Sông Đà 4 (Sông Đà 4),Công ty Cổ phần Sông Đà 4 (Sông Đà 4),,
Chi phí công trình nhận từ Sông Đà 4,Công ty Cổ phần Sông Đà 4 (Sông Đà 4) > Chi phí công trình nhận từ Sông Đà 4,Chi phí công trình nhận từ Sông Đà 4,-,2.046.928.297,,2046928297.0
Lãi cho vay,Công ty Cổ phần Sông Đà 4 (Sông Đà 4) > Lãi cho vay,Lãi cho vay,951.703.642,1.468.445.849,951703642.0,1468445849.0
Doanh thu phí bảo lãnh phải thu Sông Đà 4,Công ty Cổ phần Sông Đà 4 (Sông Đà 4) > Doanh thu phí bảo lãnh phải thu Sông Đà 4,Doanh thu phí bảo lãnh phải thu Sông Đà 4,97.838.309,-,97838309.0,
Công ty Cổ phần Sông Đà 5 (Sông Đà 5),Công ty Cổ phần Sông Đà 5 (Sông Đà 5),Công ty Cổ phần Sông Đà 5 (Sông Đà 5),Công ty Cổ phần Sông Đà 5 (Sông Đà 5),Công ty Cổ phần Sông Đà 5 (Sông Đà 5),,
Chi phí công trình nhận từ Sông Đà 5,Công ty Cổ phần Sông Đà 5 (Sông Đà 5) > Chi phí công trình nhận từ Sông Đà 5,Chi phí công trình nhận từ Sông Đà 5,-,3.487.612.155,,3487612155.0
Doanh thu dịch vụ cung cấp cho Sông Đà 5,Công ty Cổ phần Sông Đà 5 (Sông Đà 5) > Doanh thu dịch vụ cung cấp cho Sông Đà 5,Doanh thu dịch vụ cung cấp cho Sông Đà 5,4.545.455,68.190.000,4545455.0,68190000.0
Cổ tức nhận từ Sông Đà 5,Công ty Cổ phần Sông Đà 5 (Sông Đà 5) > Cổ tức nhận từ Sông Đà 5,Cổ tức nhận từ Sông Đà 5,16.681.680.000,11.677.176.000,16681680000.0,11677176000.0
Giảm trừ giá vốn,Công ty Cổ phần Sông Đà 5 (Sông Đà 5) > Giảm trừ giá vốn,Giảm trừ giá vốn,(4.076.724.308),-,-4076724308.0,
Công ty Cổ phần Sông Đà 6 (Sông Đà 6),Công ty Cổ phần Sông Đà 6 (Sông Đà 6),Công ty Cổ phần Sông Đà 6 (Sông Đà 6),Công ty Cổ phần Sông Đà 6 (Sông Đà 6),Công ty Cổ phần Sông Đà 6 (Sông Đà 6),,
Doanh thu dịch vụ cung cấp cho Sông Đà 6,Công ty Cổ phần Sông Đà 6 (Sông Đà 6) > Doanh thu dịch vụ cung cấp cho Sông Đà 6,Doanh thu dịch vụ cung cấp cho Sông Đà 6,7.094.068.295,362.205.951,7094068295.0,362205951.0
Chi phí công trình nhận từ Sông Đà 6,Công ty Cổ phần Sông Đà 6 (Sông Đà 6) > Chi phí công trình nhận từ Sông Đà 6,Chi phí công trình nhận từ Sông Đà 6,34.735.850.138,4.291.576.734,34735850138.0,4291576734.0
Cổ tức,Công ty Cổ phần Sông Đà 6 (Sông Đà 6) > Cổ tức,Cổ tức,,6.780.462.000,,6780462000.0
Công ty Cổ phần Sông Đà 9 (Sông Đà 9),Công ty Cổ phần Sông Đà 9 (Sông Đà 9),Công ty Cổ phần Sông Đà 9 (Sông Đà 9),Công ty Cổ phần Sông Đà 9 (Sông Đà 9),Công ty Cổ phần Sông Đà 9 (Sông Đà 9),,
Doanh thu dịch vụ cung cấp cho Sông Đà 9,Công ty Cổ phần Sông Đà 9 (Sông Đà 9) > Doanh thu dịch vụ cung cấp cho Sông Đà 9,Doanh thu dịch vụ cung cấp cho Sông Đà 9,590.306.494,948.454.580,590306494.0,948454580.0
Chi phí công trình nhận từ Sông Đà 9,Công ty Cổ phần Sông Đà 9 (Sông Đà 9) > Chi phí công trình nhận từ Sông Đà 9,Chi phí công trình nhận từ Sông Đà 9,(6.477.379.702),1.532.384.689,-6477379702.0,1532384689.0
Cổ tức,Công ty Cổ phần Sông Đà 9 (Sông Đà 9) > Cổ tức,Cổ tức,-,8.010.777.600,,8010777600.0
Công ty Cổ phần Sông Đà 10 (Sông Đà 10),Công ty Cổ phần Sông Đà 10 (Sông Đà 10),Công ty Cổ phần Sông Đà 10 (Sông Đà 10),Công ty Cổ phần Sông Đà 10 (Sông Đà 10),Công ty Cổ phần Sông Đà 10 (Sông Đà 10),,
Doanh thu Khối lượng xây lắp phải thu SĐ 10.4,Công ty Cổ phần Sông Đà 10 (Sông Đà 10) > Doanh thu Khối lượng xây lắp phải thu SĐ 10.4,Doanh thu Khối lượng xây lắp phải thu SĐ 10.4,598.233.620,5.307.362.572,598233620.0,5307362572.0
Doanh thu phí bảo lãnh phải thu Sông Đà 10,Công ty Cổ phần Sông Đà 10 (Sông Đà 10) > Doanh thu phí bảo lãnh phải thu Sông Đà 10,Doanh thu phí bảo lãnh phải thu Sông Đà 10,225.145.533,140.498.793,225145533.0,140498793.0
Chi phí Công trình phải trả Sông Đà 10,Công ty Cổ phần Sông Đà 10 (Sông Đà 10) > Chi phí Công trình phải trả Sông Đà 10,Chi phí Công trình phải trả Sông Đà 10,(5.351.591.452),3.873.883.673,-5351591452.0,3873883673.0
Cổ tức,Công ty Cổ phần Sông Đà 10 (Sông Đà 10) > Cổ tức,Cổ tức,-,10.642.962.800,,10642962800.0
Công ty Cổ phần Đầu tư và Phát triển điện Sê San 3A(Sê San 3A),Công ty Cổ phần Đầu tư và Phát triển điện Sê San 3A(Sê San 3A),Công ty Cổ phần Đầu tư và Phát triển điện Sê San 3A(Sê San 3A),Công ty Cổ phần Đầu tư và Phát triển điện Sê San 3A(Sê San 3A),Công ty Cổ phần Đầu tư và Phát triển điện Sê San 3A(Sê San 3A),,
Doanh thu dịch vụ cung cấp cho Sê San 3A,Công ty Cổ phần Đầu tư và Phát triển điện Sê San 3A(Sê San 3A) > Doanh thu dịch vụ cung cấp cho Sê San 3A,Doanh thu dịch vụ cung cấp cho Sê San 3A,-,58.466.234,,58466234.0
Cổ tức,Công ty Cổ phần Đầu tư và Phát triển điện Sê San 3A(Sê San 3A) > Cổ tức,Cổ tức,57.120.000.000,42.840.000.000,57120000000.0,42840000000.0
Công ty Cổ phần Thủy điện Nậm Chiến (Nậm Chiến),Công ty Cổ phần Thủy điện Nậm Chiến (Nậm Chiến),Công ty Cổ phần Thủy điện Nậm Chiến (Nậm Chiến),Công ty Cổ phần Thủy điện Nậm Chiến (Nậm Chiến),Công ty Cổ phần Thủy điện Nậm Chiến (Nậm Chiến),,
Doanh thu dịch vụ cung cấp cho Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến (Nậm Chiến) > Doanh thu dịch vụ cung cấp cho Nậm Chiến,Doanh thu dịch vụ cung cấp cho Nậm Chiến,81.369.071,104.903.170,81369071.0,104903170.0
Cổ tức,Công ty Cổ phần Thủy điện Nậm Chiến (Nậm Chiến) > Cổ tức,Cổ tức,-,77.779.867.500,,77779867500.0
Giảm trừ giá vốn,Công ty Cổ phần Thủy điện Nậm Chiến (Nậm Chiến) > Giảm trừ giá vốn,Giảm trừ giá vốn,(742.334.462),-,-742334462.0,
Công ty Cổ phần Thủy điện Cần Đơn (Cần Đơn),Công ty Cổ phần Thủy điện Cần Đơn (Cần Đơn),Công ty Cổ phần Thủy điện Cần Đơn (Cần Đơn),Công ty Cổ phần Thủy điện Cần Đơn (Cần Đơn),Công ty Cổ phần Thủy điện Cần Đơn (Cần Đơn),,
Giá vốn điện thương phẩm nhận từ Cần Đơn,Công ty Cổ phần Thủy điện Cần Đơn (Cần Đơn) > Giá vốn điện thương phẩm nhận từ Cần Đơn,Giá vốn điện thương phẩm nhận từ Cần Đơn,313.053.451.562,245.408.278.258,313053451562.0,245408278258.0
Cổ tức,Công ty Cổ phần Thủy điện Cần Đơn (Cần Đơn) > Cổ tức,Cổ tức,-,73.838.217.600,,73838217600.0
Lãi cho vay,Công ty Cổ phần Thủy điện Cần Đơn (Cần Đơn) > Lãi cho vay,Lãi cho vay,1.376.164.062,2.378.606.648,1376164062.0,2378606648.0
