row_label_raw,row_label_full,col_0,Lĩnh vực Xây lắp,Lĩnh vực Thủy điện,Lĩnh vực khác,Cộng,numeric__Lĩnh vực Xây lắp,numeric__Lĩnh vực Thủy điện,numeric__Lĩnh vực khác,numeric__Cộng
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,,,
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Năm nay > Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,198.764.253.250,323.421.688.734,105.040.340.442,627.226.282.426,198764253250.0,323421688734.0,105040340442.0,627226282426.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,-,-,-,-,,,,
Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,198.764.253.250,323.421.688.734,105.040.340.442,627.226.282.426,198764253250.0,323421688734.0,105040340442.0,627226282426.0
Kết quả kinh doanh theo bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Kết quả kinh doanh theo bộ phận,Kết quả kinh doanh theo bộ phận,44.025.719.077,-,39.882.861.139,83.908.580.216(9.908.473.104),44025719077.0,,39882861139.0,
Các chi phí không phân bổ theo bộ phận,Các chi phí không phân bổ theo bộ phận,Các chi phí không phân bổ theo bộ phận,,,,,,,,
Lợi nhuận từ hoạt động kinh doanh,Các chi phí không phân bổ theo bộ phận > Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,-,-,-,93.817.053.320,,,,93817053320.0
Doanh thu hoạt động tài chính,Các chi phí không phân bổ theo bộ phận > Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,-,-,-,248.537.585.920,,,,248537585920.0
Chi phí tài chính,Các chi phí không phân bổ theo bộ phận > Chi phí tài chính,Chi phí tài chính,-,-,-,(226.986.670.809),,,,-226986670809.0
Thu nhập khác,Các chi phí không phân bổ theo bộ phận > Thu nhập khác,Thu nhập khác,-,-,-,1.731.372.858,,,,1731372858.0
Chi phí khác,Các chi phí không phân bổ theo bộ phận > Chi phí khác,Chi phí khác,-,-,-,(40.330.918.691),,,,-40330918691.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Các chi phí không phân bổ theo bộ phận > Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,,,,76.768.422.598,,,,76768422598.0
Tổng chi phí đã phát sinh để mua tài sản cổ định và các tài sản dài hạn khác,Các chi phí không phân bổ theo bộ phận > Tổng chi phí đã phát sinh để mua tài sản cổ định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cổ định và các tài sản dài hạn khác,-,-,354.321.227,354.321.227,,,354321227.0,354321227.0
Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Các chi phí không phân bổ theo bộ phận > Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,3.589.691.380,-,39.428.597.382,43.018.288.762,3589691380.0,,39428597382.0,43018288762.0
