row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải nộp,Phải thu,Số phải nộp,Số đã thực nộp,Phải nộp,Phải thu,,,,,,
Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,169.505.452,-,8.635.815.617,(9.432.939.334),22.962.495,650.580.760,169505452.0,,8635815617.0,-9432939334.0,22962495.0,650580760.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,397.409.250,11.017.365,413.702.370,(503.687.947),307.423.673,11.017.365,397409250.0,11017365.0,413702370.0,-503687947.0,307423673.0,11017365.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,-,-,12.349.832.383,(12.349.832.383),-,-,,,12349832383.0,-12349832383.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,121.385.634,-,3.000.000,(3.000.000),121.385.634,-,121385634.0,,3000000.0,-3000000.0,121385634.0,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",8.494.501,-,2.153.177.705,(2.153.177.705),8.494.501,,8494501.0,,2153177705.0,-2153177705.0,8494501.0,
Cộng,Cộng,Cộng,696.794.837,11.017.365,23.555.528.075,(24.442.637.369),460.266.303,661.598.125,696794837.0,11017365.0,23555528075.0,-24442637369.0,460266303.0,661598125.0
