row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,400,,4.645.312.797.828,4.576.840.988.658,,400.0,,4645312797828.0,4576840988658.0
I.,I.,I.,Vốn chủ sở hữu,410,V.19,4.645.312.797.828,4.576.840.988.658,,410.0,,4645312797828.0,4576840988658.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.495.371.120.000,4.495.371.120.000,,411.0,,4495371120000.0,4495371120000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.495.371.120.000,4.495.371.120.000,,,,4495371120000.0,4495371120000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,,-,-,,412.0,,,
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,-,-,,414.0,,,
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,-,-,,416.0,,,
7.,- > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,-,-,,417.0,,,
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,,14.743.759.363,14.743.759.363,,418.0,,14743759363.0,14743759363.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,,420.0,,,
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,,135.197.918.465,66.726.109.295,,421.0,,135197918465.0,66726109295.0
-,- > -,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,58.429.495.867,66.726.109.295,,,,58429495867.0,66726109295.0
-,- > -,-,LNST chưa phân phối kỳ này,421b,,76.768.422.598,-,,,,76768422598.0,
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,-,-,,422.0,,,
13.,- > 13.,13.,Lợi ích cổ đông không kiểm soát,429,,-,-,,429.0,,,
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
1.,- > 1.,1.,Nguồn kinh phí,431,,-,-,,431.0,,,
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cố định,432,,-,-,,432.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,14.427.981.784.605,15.237.124.109.513,,440.0,,14427981784605.0,15237124109513.0
