row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,9.782.668.986.777,10.660.283.120.855,,300.0,,9782668986777.0,10660283120855.0
I.,I.,I.,Nợ ngắn hạn,310,,4.675.621.525.363,6.758.179.935.263,,310.0,,4675621525363.0,6758179935263.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.11,1.887.085.783.528,3.344.443.943.679,,311.0,,1887085783528.0,3344443943679.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.12,46.881.025.516,37.944.371.235,,312.0,,46881025516.0,37944371235.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.13,460.266.303,696.794.837,,313.0,,460266303.0,696794837.0
4.,4.,4.,Phải trả người lao động,314,,14.809.943.234,6.051.098.476,,314.0,,14809943234.0,6051098476.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.14,351.011.505.373,564.451.597.275,,315.0,,351011505373.0,564451597275.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,V.15,35.810.930.938,9.138.077.363,,318.0,,35810930938.0,9138077363.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.16a,865.202.786.027,1.213.331.087.682,,319.0,,865202786027.0,1213331087682.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.17a,1.472.313.568.649,1.580.469.301.239,,320.0,,1472313568649.0,1580469301239.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.18,2.045.715.795,1.653.663.477,,322.0,,2045715795.0,1653663477.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,5.107.047.461.414,3.902.103.185.592,,330.0,,5107047461414.0,3902103185592.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.11b,1.552.386.407.049,408.137.888.346,,331.0,,1552386407049.0,408137888346.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.15,144.454.262.248,148.289.331.156,,336.0,,144454262248.0,148289331156.0
7.,7.,7.,Phải trả dài hạn khác,337,V.16b,605.570.164.157,69.519.820.517,,337.0,,605570164157.0,69519820517.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.17b,2.804.636.627.960,3.276.156.145.573,,338.0,,2804636627960.0,3276156145573.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
