row_label_raw,row_label_full,Số đầu năm,Năm nay > 131.404.368.502,Năm trước > 107.772.158.425,numeric__Năm nay > 131.404.368.502,numeric__Năm trước > 107.772.158.425
Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,2.800.494.413,51.858.272.935,2800494413.0,51858272935.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,(61.964.933.157),(28.226.062.858),-61964933157.0,-28226062858.0
Số cuối năm,Số cuối năm,Số cuối năm,72.239.929.758,131.404.368.502,72239929758.0,131404368502.0
