row_label_raw,row_label_full,col_0,31/12/2020 > Tỷ lệ sở hữu,31/12/2020 > Giá gốc,31/12/2020 > Giá trị có thể thu hồi,31/12/2020 > Dự phòng,01/01/2020 > Tỷ lệ sở hữu,01/01/2020 > Giá gốc,01/01/2020 > Giá trị có thể thu hồi,01/01/2020 > Dự phòng,numeric__31/12/2020 > Tỷ lệ sở hữu,numeric__31/12/2020 > Giá gốc,numeric__31/12/2020 > Giá trị có thể thu hồi,numeric__31/12/2020 > Dự phòng,numeric__01/01/2020 > Tỷ lệ sở hữu,numeric__01/01/2020 > Giá gốc,numeric__01/01/2020 > Giá trị có thể thu hồi,numeric__01/01/2020 > Dự phòng
,,,%,VND,VND,VND,%,VND,VND,VND,,,,,,,,
Công ty TNHH Đầu tư Phát triển Địa ốc An Pha,Công ty TNHH Đầu tư Phát triển Địa ốc An Pha,Công ty TNHH Đầu tư Phát triển Địa ốc An Pha,100%,120.000.000.000,120.000.000.000,-,100%,120.000.000.000,120.000.000.000,-,1.0,120000000000.0,120000000000.0,,1.0,120000000000.0,120000000000.0,
Công ty TNHH Đầu tư Kinh doanh Địa ốc An Thịnh Phát,Công ty TNHH Đầu tư Kinh doanh Địa ốc An Thịnh Phát,Công ty TNHH Đầu tư Kinh doanh Địa ốc An Thịnh Phát,100%,92.000.000.000,92.000.000.000,-,100%,92.000.000.000,92.000.000.000,-,1.0,92000000000.0,92000000000.0,,1.0,92000000000.0,92000000000.0,
Cộng,Cộng,Cộng,,212.000.000.000,212.000.000.000,-,,212.000.000.000,212.000.000.000,-,,212000000000.0,212000000000.0,,,212000000000.0,212000000000.0,
