row_label_raw,row_label_full,col_0,Vốn Điều lệ,LNST chưa phân phối,Cộng,numeric__Vốn Điều lệ,numeric__LNST chưa phân phối,numeric__Cộng
,,,VND,VND,VND,,,
Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,1.200.000.000.000,51.245.655.487,1.251.245.655.487,1200000000000.0,51245655487.0,1251245655487.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,10.161.792.338,10.161.792.338,,10161792338.0,10161792338.0
Tại ngày 01/01/2020,Tại ngày 01/01/2020,Tại ngày 01/01/2020,1.200.000.000.000,61.407.447.825,1.261.407.447.825,1200000000000.0,61407447825.0,1261407447825.0
Tăng vốn trong năm,Tăng vốn trong năm,Tăng vốn trong năm,400.000.000.000,-,400.000.000.000,400000000000.0,,400000000000.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,96.712.775.806,96.712.775.806,,96712775806.0,96712775806.0
Tại ngày 31/12/2020,Tại ngày 31/12/2020,Tại ngày 31/12/2020,1.600.000.000.000,158.120.223.631,1.758.120.223.631,1600000000000.0,158120223631.0,1758120223631.0
