row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND","Máy móc,thiết bịVND",Phương tiệnvận tảiVND,Thiết bịvăn phòngVND,KhácVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND","numeric__Máy móc,thiết bịVND",numeric__Phương tiệnvận tảiVND,numeric__Thiết bịvăn phòngVND,numeric__KhácVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Tại ngày 1 tháng 1 năm 2023,Nguyên giá > Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,750.434.596.441,3.879.759.940.308,279.409.290.379,16.510.468.756,725.753.480,4.926.840.049.364,750434596441.0,3879759940308.0,279409290379.0,16510468756.0,725753480.0,4926840049364.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,11.005.719.879,723.000.000,-,-,11.728.719.879,,11005719879.0,723000000.0,,,11728719879.0
Chuyển từ chi phí xây dựng cơbản dở dang (Thuyết minh 11),Nguyên giá > Chuyển từ chi phí xây dựng cơbản dở dang (Thuyết minh 11),Chuyển từ chi phí xây dựng cơbản dở dang (Thuyết minh 11),20.621.095.228,48.490.135.886,4.580.241.964,120.904.000,-,73.812.377.078,20621095228.0,48490135886.0,4580241964.0,120904000.0,,73812377078.0
Tại ngày 31 tháng 12 năm 2023,Nguyên giá > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,771.055.691.669,3.939.255.796.073,284.712.532.343,16.631.372.756,725.753.480,5.012.381.146.321,771055691669.0,3939255796073.0,284712532343.0,16631372756.0,725753480.0,5012381146321.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,,,
Tại ngày 1 tháng 1 năm 2023,Giá trị khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,347.806.659.500,2.179.750.474.806,125.025.193.587,9.959.355.680,503.289.271,2.663.044.972.844,347806659500.0,2179750474806.0,125025193587.0,9959355680.0,503289271.0,2663044972844.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,48.443.535.536,290.419.603.463,19.932.031.932,1.402.732.567,7.456.901,360.205.360.399,48443535536.0,290419603463.0,19932031932.0,1402732567.0,7456901.0,360205360399.0
Tại ngày 31 tháng 12 năm 2023,Giá trị khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,396.250.195.036,2.470.170.078.269,144.957.225.519,11.362.088.247,510.746.172,3.023.250.333.243,396250195036.0,2470170078269.0,144957225519.0,11362088247.0,510746172.0,3023250333243.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Tại ngày 1 tháng 1 năm 2023,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,402.627.936.941,1.700.009.465.502,154.384.096.792,6.551.113.076,222.464.209,2.263.795.076.520,402627936941.0,1700009465502.0,154384096792.0,6551113076.0,222464209.0,2263795076520.0
Tại ngày 31 tháng 12 năm 2023,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,374.805.496.633,1.469.085.717.804,139.755.306.824,5.269.284.509,215.007.308,1.989.130.813.078,374805496633.0,1469085717804.0,139755306824.0,5269284509.0,215007308.0,1989130813078.0
