row_label_raw,row_label_full,Ông Hồ Minh Quang - Tạm ứng,5.000.000.000,15.000.000.000,numeric__5.000.000.000,numeric__15.000.000.000
Bà Nguyễn Thị Ngọc Liên - Tạm ứng,Bà Nguyễn Thị Ngọc Liên - Tạm ứng,Bà Nguyễn Thị Ngọc Liên - Tạm ứng,31.000.000,228.512.000,31000000.0,228512000.0
,,,5.031.000.000,15.228.512.000,5031000000.0,15228512000.0
