row_label_raw,row_label_full,col_0,Tại ngày1.1.2023VND,TăngVND,GiảmVND,Nợ dài hạnđến hạn trảVND,Đánh giá chênhlệch tỷ giáVND,Tại ngày31.12.2023VND,numeric__Tại ngày1.1.2023VND,numeric__TăngVND,numeric__GiảmVND,numeric__Nợ dài hạnđến hạn trảVND,numeric__Đánh giá chênhlệch tỷ giáVND,numeric__Tại ngày31.12.2023VND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),5.077.501.273.272,18.142.141.256.975,(18.450.727.988.434),-,(4.332.147.191),4.764.582.394.622,5077501273272.0,18142141256975.0,-18450727988434.0,,-4332147191.0,4764582394622.0
Thuế tài chính(Thuyết minh 17(c)),Thuế tài chính(Thuyết minh 17(c)),Thuế tài chính(Thuyết minh 17(c)),33.798.776.242,-,(33.798.776.242),3.072.616.017,-,3.072.616.017,33798776242.0,,-33798776242.0,3072616017.0,,3072616017.0
,,,5.111.300.049.514,18.142.141.256.975,(18.484.526.764.676),3.072.616.017,(4.332.147.191),4.767.655.010.639,5111300049514.0,18142141256975.0,-18484526764676.0,3072616017.0,-4332147191.0,4767655010639.0
