row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,18.621.212.567.707,23.128.328.990.585,,,18621212567707.0,23128328990585.0
02,02,02,Các khoản giảm trừ doanh thu,,(25.238.314.620),(57.081.705.338),,,-25238314620.0,-57081705338.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,23,18.595.974.253.087,23.071.247.285.247,,23.0,18595974253087.0,23071247285247.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,24,(17.483.711.237.040),(21.589.886.519.482),,24.0,-17483711237040.0,-21589886519482.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.112.263.016.047,1.481.360.765.765,,,1112263016047.0,1481360765765.0
21,21,21,Doanh thu hoạt động tài chính,25,230.378.542.142,302.883.172.355,,25.0,230378542142.0,302883172355.0
22,22,22,Chi phí tài chính,26,(426.154.979.605),(502.981.252.554),,26.0,-426154979605.0,-502981252554.0
23,23,23,- Trong đó: Chi phí lãi vay,,(292.679.834.464),(262.466.234.780),,,-292679834464.0,-262466234780.0
25,25,25,Chi phí bán hàng,27,(609.117.894.559),(1.202.326.906.760),,27.0,-609117894559.0,-1202326906760.0
26,26,26,Chi phí quản lý doanh nghiệp,28,(130.296.253.597),(185.780.434.225),,28.0,-130296253597.0,-185780434225.0
30,30,30,Lợi nhuận/(lỗ) thuần từ hoạt động kinh doanh,,177.072.430.428,(106.844.655.419),,,177072430428.0,-106844655419.0
31,31,31,Thu nhập khác,,597.160.588,1.085.202.870,,,597160588.0,1085202870.0
32,32,32,Chi phí khác,,(358.676.837),(1.153.052.765),,,-358676837.0,-1153052765.0
40,40,40,Lợi nhuận/(lỗ) khác,,238.483.751,(67.849.895),,,238483751.0,-67849895.0
50,50,50,Tổng lợi nhuận/(lỗ) kế toán trước thuế,,177.310.914.179,(106.912.505.314),,,177310914179.0,-106912505314.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",29,(60.755.885.161),-,,29.0,-60755885161.0,
52,52,52,Thu nhập/(chi phí) thuế TNDN hoãn lại,29,853.536.140,(17.772.332.413),,29.0,853536140.0,-17772332413.0
60,60,60,Lợi nhuận/(lỗ) sau thuế TNDN,,117.408.565.158,(124.684.837.727),,,117408565158.0,-124684837727.0
61,61,61,Phân bổ cho:Cổ đông của Công ty,,117.408.565.158,(124.684.837.727),,,117408565158.0,-124684837727.0
70,70,70,Lãi/(lỗ) cơ bản trên cổ phiếu,21,446,(474),,21.0,446.0,-474.0
71,71,71,Lãi/(lỗ) suy giảm trên cổ phiếu,21,446,(474),,21.0,446.0,-474.0
