row_label_raw,row_label_full,Ban kiểm soát,Bà Nguyễn Thị Bích Nhi,Trường ban,numeric__Bà Nguyễn Thị Bích Nhi,numeric__Trường ban
Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,Bà Võ Thị Vui,Thành viên,,
Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,Ông Lê Nhật Tân,Thành viên,,
