row_label_raw,row_label_full,col_0,Ảnh hưởng đến lợi nhuận thuần sau thuế VND,numeric__Ảnh hưởng đến lợi nhuận thuần sau thuế VND
Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,
USD (mạnh thêm 1%),Ngày 31 tháng 12 năm 2016 > USD (mạnh thêm 1%),USD (mạnh thêm 1%),(625.273.376),-625273376.0
EUR (yếu đi 2%),Ngày 31 tháng 12 năm 2016 > EUR (yếu đi 2%),EUR (yếu đi 2%),389.676.647,389676647.0
Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,
USD (mạnh thêm 5%),Ngày 1 tháng 1 năm 2016 > USD (mạnh thêm 5%),USD (mạnh thêm 5%),10.582.721.426,10582721426.0
EUR (yếu đi 6%),Ngày 1 tháng 1 năm 2016 > EUR (yếu đi 6%),EUR (yếu đi 6%),1.554.660.914,1554660914.0
