row_label_raw,row_label_full,col_0,31/12/2016 > Giá trị ghi số VND,31/12/2016 > Số có khả năng trả nợ VND,1/1/2016 > Giá trị ghi số VND,1/1/2016 > Số có khả năng trả nợ VND,numeric__31/12/2016 > Giá trị ghi số VND,numeric__31/12/2016 > Số có khả năng trả nợ VND,numeric__1/1/2016 > Giá trị ghi số VND,numeric__1/1/2016 > Số có khả năng trả nợ VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,
Công ty Cổ phần APIS,Công ty liên kết > Công ty Cổ phần APIS,Công ty Cổ phần APIS,8.760.950.000,8.760.950.000,-,-,8760950000.0,8760950000.0,,
Miraka Limited,Công ty liên kết > Miraka Limited,Miraka Limited,-,-,74.684.584.840,74.684.584.840,,,74684584840.0,74684584840.0
Các nhà cung cấp khác,Công ty liên kết > Các nhà cung cấp khác,Các nhà cung cấp khác,2.553.149.312.979,2.553.149.312.979,2.118.918.224.421,2.118.918.224.421,2553149312979.0,2553149312979.0,2118918224421.0,2118918224421.0
,,,2.561.910.262.979,2.561.910.262.979,2.193.602.809.261,2.193.602.809.261,2561910262979.0,2561910262979.0,2193602809261.0,2193602809261.0
