row_label_raw,row_label_full,Bà Lê Thị Băng Tâm,Chủ tịch,numeric__Chủ tịch
Bà Mai Kiều Liên,Bà Mai Kiều Liên,Bà Mai Kiều Liên,Thành viên,
Ông Lê Song Lai,Ông Lê Song Lai,Ông Lê Song Lai,Thành viên,
Bà Ngô Thị Thu Trang,Bà Ngô Thị Thu Trang,Bà Ngô Thị Thu Trang,Thành viên,
Ông Lee Meng Tat,Ông Lee Meng Tat,Ông Lee Meng Tat,Thành viên (từ ngày 1 tháng 9 năm 2016),
Ông Ng Jui Sia,Ông Ng Jui Sia,Ông Ng Jui Sia,Thành viên (đến ngày 31 tháng 8 năm 2016),
Ông Lê Anh Minh,Ông Lê Anh Minh,Ông Lê Anh Minh,Thành viên,
