row_label_raw,row_label_full,Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn_1,31/12/2016VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,1/1/2016VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn_1,numeric__31/12/2016VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__1/1/2016VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn
▪ tiền gửi có kỳ hạn,▪ tiền gửi có kỳ hạn,▪ tiền gửi có kỳ hạn,,9.711.117.421.871,8.214.592.500.000,,9711117421871.0,8214592500000.0
▪ trái phiếu doanh nghiệp,▪ trái phiếu doanh nghiệp,▪ trái phiếu doanh nghiệp,(*),300.000.000.000,-,,300000000000.0,
,,,,10.011.117.421.871,8.214.592.500.000,,10011117421871.0,8214592500000.0
Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,,,
▪ tiền gửi có kỳ hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn > ▪ tiền gửi có kỳ hạn,▪ tiền gửi có kỳ hạn,,-,46.596.000.000,,,46596000000.0
▪ trái phiếu doanh nghiệp,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn > ▪ trái phiếu doanh nghiệp,▪ trái phiếu doanh nghiệp,(*),190.000.000.000,490.000.000.000,,190000000000.0,490000000000.0
,,,,190.000.000.000,536.596.000.000,,190000000000.0,536596000000.0
