row_label_raw,row_label_full,col_0,Trong nước(Khách hàng tại Việt Nam),Trong nước(Khách hàng tại Việt Nam)_1,Nước ngoài(Khách hàng ở các nước khác Việt Nam),Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,Tổng cộng,Tổng cộng_1,numeric__Trong nước(Khách hàng tại Việt Nam),numeric__Trong nước(Khách hàng tại Việt Nam)_1,numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam),numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,2016VND,2015VND,2016VND,2015VND,2016VND,2015VND,,,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,38.098.772.683.879,32.160.905.237.291,8.695.566.716.395,7.919.479.273.455,46.794.339.400.274,40.080.384.510.746,38098772683879.0,32160905237291.0,8695566716395.0,7919479273455.0,46794339400274.0,40080384510746.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(20.065.856.588.756),(19.261.905.095.133),(4.392.776.807.239),(4.556.064.473.377),(24.458.633.395.995),(23.817.969.568.510),-20065856588756.0,-19261905095133.0,-4392776807239.0,-4556064473377.0,-24458633395995.0,-23817969568510.0
Lợi nhuận theo bộ phận,Lợi nhuận theo bộ phận,Lợi nhuận theo bộ phận,18.032.916.095.123,12.899.000.142.158,4.302.789.909.156,3.363.414.800.078,22.335.706.004.279,16.262.414.942.236,18032916095123.0,12899000142158.0,4302789909156.0,3363414800078.0,22335706004279.0,16262414942236.0
