row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2016 VND,1/1/2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__1/1/2016 VND
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,6.972.707.036.879,6.554.260.196.767,300.0,,6972707036879.0,6554260196767.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,6.457.497.982.894,6.004.316.835.213,310.0,,6457497982894.0,6004316835213.0
Phải trả người bán,NGUỒN VỐN > Phải trả người bán,Phải trả người bán,311,18,2.561.910.262.979,2.193.602.809.261,311.0,18.0,2561910262979.0,2193602809261.0
Người mua trả tiền trước,NGUỒN VỐN > Người mua trả tiền trước,Người mua trả tiền trước,312,,35.951.866.026,19.882.391.510,312.0,,35951866026.0,19882391510.0
Thuế phải nộp Ngân sách Nhà nước,NGUỒN VỐN > Thuế phải nộp Ngân sách Nhà nước,Thuế phải nộp Ngân sách Nhà nước,313,19,255.510.130.860,215.807.811.014,313.0,19.0,255510130860.0,215807811014.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,192.349.429.102,452.476.117.228,314.0,,192349429102.0,452476117228.0
Chi phí phải trả,NGUỒN VỐN > Chi phí phải trả,Chi phí phải trả,315,20,1.025.974.683.705,593.485.587.927,315.0,20.0,1025974683705.0,593485587927.0
Doanh thu chưa thực hiện,NGUỒN VỐN > Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,318,,3.360.079.979,1.350.893.817,318.0,,3360079979.0,1350893817.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,21,592.099.957.922,644.468.337.067,319.0,21.0,592099957922.0,644468337067.0
