row_label_raw,row_label_full,col_0,Dự phòng trợ cấp thời việc VND,numeric__Dự phòng trợ cấp thời việc VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,87.325.705.000,87325705000.0
Tăng dự phòng trong năm,Tăng dự phòng trong năm,Tăng dự phòng trong năm,10.053.842.830,10053842830.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(1.418.962.663),-1418962663.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,95.960.585.167,95960585167.0
