row_label_raw,row_label_full,STT CHỈ TIÊU,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,
01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,51.622.581,42.478.255,51622581.0,42478255.0
02. Chỉ phí lãi và các chỉ phí tương tự đã trả,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02. Chỉ phí lãi và các chỉ phí tương tự đã trả,02. Chỉ phí lãi và các chỉ phí tương tự đã trả,(26.632.017),(23.474.151),-26632017.0,-23474151.0
03. Thu nhập từ hoạt động dịch vụ nhận được,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03. Thu nhập từ hoạt động dịch vụ nhận được,03. Thu nhập từ hoạt động dịch vụ nhận được,1.745.205,1.608.083,1745205.0,1608083.0
"04. Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04. Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04. Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",2.859.345,1.471.322,2859345.0,1471322.0
05. Chỉ phí khác,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05. Chỉ phí khác,05. Chỉ phí khác,(650.253),(322.928),-650253.0,-322928.0
"06. Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro","LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06. Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro","06. Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro",1.814.476,2.241.477,1814476.0,2241477.0
"07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",(11.243.918),(9.951.632),-11243918.0,-9951632.0
08. Tiền thuế thu nhập thực nộp trong năm,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08. Tiền thuế thu nhập thực nộp trong năm,08. Tiền thuế thu nhập thực nộp trong năm,(1.660.986),(1.709.038),-1660986.0,-1709038.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,17.854.433,12.341.388,17854433.0,12341388.0
Những thay đối về tài sản hoạt động,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,(139.525.898),(128.359.308),-139525898.0,-128359308.0
"09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",(2.224.254),6.756.363,-2224254.0,6756363.0
10. (Tăng) các khoản về kinh doanh chứng khoán,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 10. (Tăng) các khoản về kinh doanh chứng khoán,10. (Tăng) các khoản về kinh doanh chứng khoán,(9.726.307),(27.073.650),-9726307.0,-27073650.0
11. (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 11. (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,11. (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,(682.690),,-682690.0,
12. (Tăng) các khoản cho vay khách hàng,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 12. (Tăng) các khoản cho vay khách hàng,12. (Tăng) các khoản cho vay khách hàng,(123.541.758),(105.121.197),-123541758.0,-105121197.0
13. (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 13. (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản,13. (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản,(1.482.318),(3.458.017),-1482318.0,-3458017.0
14. (Tăng)/Giảm khác về tài sản hoạt động,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 14. (Tăng)/Giảm khác về tài sản hoạt động,14. (Tăng)/Giảm khác về tài sản hoạt động,(1.868.571),537.193,-1868571.0,537193.0
Những thay đối về công nợ hoạt động,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,156.101.473,114.814.594,156101473.0,114814594.0
15. (Giảm)/Tăng các khoản nợ Chính phủ và NHNN,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 15. (Giảm)/Tăng các khoản nợ Chính phủ và NHNN,15. (Giảm)/Tăng các khoản nợ Chính phủ và NHNN,(8.418.698),8.495.712,-8418698.0,8495712.0
"16. (Giảm) các khoản tiền gửi, tiền vay các TCTD khác","LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 16. (Giảm) các khoản tiền gửi, tiền vay các TCTD khác","16. (Giảm) các khoản tiền gửi, tiền vay các TCTD khác",(14.017.349),(4.600.649),-14017349.0,-4600649.0
17. Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 17. Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),17. Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),162.100.084,68.778.890,162100084.0,68778890.0
18. Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 18. Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),18. Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),2.988.956,15.566.424,2988956.0,15566424.0
"19. (Giảm)/Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 19. (Giảm)/Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","19. (Giảm)/Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",(48.161.779),22.215.554,-48161779.0,22215554.0
20. (Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 20. (Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,20. (Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(117.619),(298.159),-117619.0,-298159.0
21. Tăng khác về công nợ hoạt động,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 21. Tăng khác về công nợ hoạt động,21. Tăng khác về công nợ hoạt động,61.730.621,4.657.170,61730621.0,4657170.0
22. Chỉ từ quỹ của tổ chức tín dụng,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 22. Chỉ từ quỹ của tổ chức tín dụng,22. Chỉ từ quỹ của tổ chức tín dụng,(2.743),(348),-2743.0,-348.0
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,34.430.008,(1.203.326),34430008.0,-1203326.0
