row_label_raw,row_label_full,col_0,Dự phòng CK đầu tư sẵn sàng để bán,Dự phòng CK đầu tư sẵn sàng để bán_1,Dự phòng CK đầu tư sẵn sàng để bán_2,Dự phòng CK đầu tư giữ đến ngày đáo hạn,Dự phòng CK đầu tư giữ đến ngày đáo hạn_1,Tổng cộng,numeric__Dự phòng CK đầu tư sẵn sàng để bán,numeric__Dự phòng CK đầu tư sẵn sàng để bán_1,numeric__Dự phòng CK đầu tư sẵn sàng để bán_2,numeric__Dự phòng CK đầu tư giữ đến ngày đáo hạn,numeric__Dự phòng CK đầu tư giữ đến ngày đáo hạn_1,numeric__Tổng cộng
,,,CK nợ của TCKT chưa niêm yết,CK nợ khác,Chứng khoán vốn,CK nợ của TCKT chưa niêm yết,CK nợ khác,Tổng cộng,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Tại ngày đầu năm,Tại ngày đầu năm,Tại ngày đầu năm,391.867,-,62.164,1.390.677,-,1.844.708,391867.0,,62164.0,1390677.0,,1844708.0
Trích lập/(Hoàn nhập) dự phòng trong năm (xem Thuyết minh số 32),Trích lập/(Hoàn nhập) dự phòng trong năm (xem Thuyết minh số 32),Trích lập/(Hoàn nhập) dự phòng trong năm (xem Thuyết minh số 32),(84.242),-,102.332,2.038.670,-,2.056.760,-84242.0,,102332.0,2038670.0,,2056760.0
Sử dụng nguồn dự phòng trong năm,Sử dụng nguồn dự phòng trong năm,Sử dụng nguồn dự phòng trong năm,-,-,-,(811.239),-,(811.239),,,,-811239.0,,-811239.0
Tại ngày cuối năm,Tại ngày cuối năm,Tại ngày cuối năm,307.625,-,164.496,2.618.108,-,3.090.229,307625.0,,164496.0,2618108.0,,3090229.0
