row_label_raw,row_label_full,Bên liên quan,Quan hệ,Các giao dịch,Năm nay,numeric__Quan hệ,numeric__Các giao dịch,numeric__Năm nay
,,,,,Triệu VND,,,
Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Sở hữu và quản lý trực tiếp,Tăng tiền gửi tại NHNN,1.609.625,,,1609625.0
Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Sở hữu và quản lý trực tiếp,Giảm tiền vay NHNN,(8.397.126),,,-8397126.0
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Công ty liên doanh,Tăng tiền gửi tại bên liên ouan,4.003.724,,,4003724.0
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Công ty liên doanh,Tăng tiền gửi của bên liên quan,1.320.545,,,1320545.0
Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,Công ty TNHH Bảo hiểm Nhân thọ Vietinbank Aviva,Công ty liên doanh,Giảm tiền gửi của bên liên quan,(47.941),,,-47941.0
