row_label_raw,row_label_full,col_0,Năm nayTriệu VND,Năm trướcTriệu VND,numeric__Năm nayTriệu VND,numeric__Năm trướcTriệu VND
Thu nhập từ mua bán chứng khoán kinh doanh(Chi phí) về mua bán chứng khoán kinh doanh(Chi phí) dự phòng rủi ro chứng khoán kinh doanh,Thu nhập từ mua bán chứng khoán kinh doanh(Chi phí) về mua bán chứng khoán kinh doanh(Chi phí) dự phòng rủi ro chứng khoán kinh doanh,Thu nhập từ mua bán chứng khoán kinh doanh(Chi phí) về mua bán chứng khoán kinh doanh(Chi phí) dự phòng rủi ro chứng khoán kinh doanh,225.155(5.810)(35.426),150.895(1.102)(20.616),,
Lãi thuần từ mua bán chứng khoán kinh doanh,Thu nhập từ mua bán chứng khoán kinh doanh(Chi phí) về mua bán chứng khoán kinh doanh(Chi phí) dự phòng rủi ro chứng khoán kinh doanh > Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,183.919,129.177,183919.0,129177.0
