row_label_raw,row_label_full,STT,CHÌ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÌ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
7.,7.,7.,Chi phí thuế TNDN hiện hành,36,(1.711.921),(1.628.563),,36.0,-1711921.0,-1628563.0
8,8,8,Chi phí thuế TNDN hoãn lại,,289,-,,,289.0,
XII.,XII.,XII.,Chi phí thuế TNDN,,(1.711.632),(1.628.563),,,-1711632.0,-1628563.0
XIII.,XIII.,XIII.,Lợi nhuận sau thuế TNDN,,6.857.850,5.716.878,,,6857850.0,5716878.0
XIV.,XIV.,XIV.,Lợi ích của cổ đông không kiểm soát,,19.984,18.957,,,19984.0,18957.0
XV.,XV.,XV.,Lợi nhuận thuần của chủ sở hữu,,6.837.866,5.697.921,,,6837866.0,5697921.0
XVI.,XVI.,XVI.,Lãi cơ bản trên cổ phiếu (VND),26,1.457,1.224,,26.0,1457.0,1224.0
