row_label_raw,row_label_full,col_0,Hợp đồng,Loại tiền,Lãi suất,Thời hạn,Hình thức bảo đảm,31/12/2023,numeric__Hợp đồng,numeric__Loại tiền,numeric__Lãi suất,numeric__Thời hạn,numeric__Hình thức bảo đảm,numeric__31/12/2023
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,VND,,,,,,
(1) Công ty Cổ phần SAM Nông nghiệp Công nghệ cao,Bên liên quan > (1) Công ty Cổ phần SAM Nông nghiệp Công nghệ cao,(1) Công ty Cổ phần SAM Nông nghiệp Công nghệ cao,Hợp đồng cho vay vốn số 03A/2020/SAM-SAG/HĐVV ngày 11/02/2020,VND,11%/năm,12 tháng và tự động gia hạn theo kỳ hạn gốc,Tín chấp,17.690.000.0007.000.000.000,,,,,,1.76900000007e+20
(2) Công ty Cổ phần Phú Hữu Gia,Bên liên quan > (2) Công ty Cổ phần Phú Hữu Gia,(2) Công ty Cổ phần Phú Hữu Gia,"Hợp đồng cho vay vốn số 02.01/2023/HĐVV/SAM-PHG ngày 14/03/2023; Phụ lục hợp đồng số 01, 02, 03/2023/PLHĐVV/SAM-PHG",VND,11%/năm,12 tháng,Tín chấp,10.690.000.000,,,,,,10690000000.0
Bên khác,Bên liên quan > Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,32.371.300.000,,,,,,32371300000.0
(3) Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Bên liên quan > (3) Công ty Cổ phần Nông Lâm nghiệp Trường Thành,(3) Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Hợp đồng số 01/2021/SAM-NLNTT/HĐVV ngày 17/03/2021,VND,11%/năm,12 tháng và tự động gia hạn theo kỳ hạn gốc,Tín chấp,13.530.000.000,,,,,,13530000000.0
(4) Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,Bên liên quan > (4) Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,(4) Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,Hợp đồng số 01/2021/SAM-TH1/HĐVV ngày 13/10/2021; Phụ lục hợp đồng số 01/2023/PLHĐVV/SAM - TH1 ngày 13/10/2023,VND,11%/năm,24 tháng; phụ lục gia hạn thời hạn cho vay đến hết ngày 13/11/2024,Tín chấp,18.841.300.000,,,,,,18841300000.0
