row_label_raw,row_label_full,col_0,col_1,01/01/2023 > Giá trị,01/01/2023 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2023 > Giá trị,31/12/2023 > Số có khả năng trả nợ,numeric__col_1,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Số có khả năng trả nợ
- Công ty TNHH Cát Thạch anh Cao cấp VICO - NSG,a) Vay ngắn hạn > - Công ty TNHH Cát Thạch anh Cao cấp VICO - NSG,- Công ty TNHH Cát Thạch anh Cao cấp VICO - NSG,- Công ty TNHH Cát Thạch anh Cao cấp VICO - NSG,-,-,32.000.000.000,32.000.000.000,-,-,,,,32000000000.0,32000000000.0,,
- Công ty Cổ phần Dây và Cáp Sacom,a) Vay ngắn hạn > - Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,10.000.000.000,10.000.000.000,37.200.000.000,47.200.000.000,-,-,,10000000000.0,10000000000.0,37200000000.0,47200000000.0,,
- Công ty TNHH Dịch vụ Thương mại Tư vấn Đầu tư Hòa Bình,a) Vay ngắn hạn > - Công ty TNHH Dịch vụ Thương mại Tư vấn Đầu tư Hòa Bình,- Công ty TNHH Dịch vụ Thương mại Tư vấn Đầu tư Hòa Bình,- Công ty TNHH Dịch vụ Thương mại Tư vấn Đầu tư Hòa Bình,12.000.000.000,12.000.000.000,-,12.000.000.000,-,-,,12000000000.0,12000000000.0,,12000000000.0,,
- Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,a) Vay ngắn hạn > - Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,6.358.121.039,6.358.121.039,-,6.358.121.039,-,-,,6358121039.0,6358121039.0,,6358121039.0,,
- Công ty Cổ phần Chứng khoán Bản Việt,a) Vay ngắn hạn > - Công ty Cổ phần Chứng khoán Bản Việt,- Công ty Cổ phần Chứng khoán Bản Việt,- Công ty Cổ phần Chứng khoán Bản Việt,37.480.983.564,37.480.983.564,37.389.256.262,74.870.239.826,-,-,,37480983564.0,37480983564.0,37389256262.0,74870239826.0,,
- Cá nhân (6),a) Vay ngắn hạn > - Cá nhân (6),- Cá nhân (6),- Cá nhân (6),3.000.000.000,3.000.000.000,23.500.000.000,25.000.000.000,1.500.000.000,1.500.000.000,,3000000000.0,3000000000.0,23500000000.0,25000000000.0,1500000000.0,1500000000.0
Nợ dài hạn đến hạn trả,a) Vay ngắn hạn > Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,260.440.666.667,260.440.666.667,125.000.000.001,83.333.333.334,302.107.333.334,302.107.333.334,,260440666667.0,260440666667.0,125000000001.0,83333333334.0,302107333334.0,302107333334.0
- Công ty Cổ phần Sacom - Tuyên Lâm (7),a) Vay ngắn hạn > - Công ty Cổ phần Sacom - Tuyên Lâm (7),- Công ty Cổ phần Sacom - Tuyên Lâm (7),- Công ty Cổ phần Sacom - Tuyên Lâm (7),218.774.000.000,218.774.000.000,-,-,218.774.000.000,218.774.000.000,,218774000000.0,218774000000.0,,,218774000000.0,218774000000.0
- Ngân hàng TMCP Tiên Phong (8),a) Vay ngắn hạn > - Ngân hàng TMCP Tiên Phong (8),- Ngân hàng TMCP Tiên Phong (8),- Ngân hàng TMCP Tiên Phong (8),41.666.666.667,41.666.666.667,125.000.000.001,83.333.333.334,83.333.333.334,83.333.333.334,,41666666667.0,41666666667.0,125000000001.0,83333333334.0,83333333334.0,83333333334.0
,,,,739.040.780.946,739.040.780.946,407.473.256.263,488.739.964.418,657.774.072.791,657.774.072.791,,739040780946.0,739040780946.0,407473256263.0,488739964418.0,657774072791.0,657774072791.0
