row_label_raw,row_label_full,col_0,col_1,31/12/2023,01/01/2023,numeric__col_1,numeric__31/12/2023,numeric__01/01/2023
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a.1),a.1),a.1),Chi tiết theo nội dung,,,,,
,,,- Kinh phí công đoàn,705.206.231,596.262.231,,705206231.0,596262231.0
,,,- Nhận vốn góp hợp đồng hợp tác đầu tư (*),439.800.000.000,520.844.851.000,,439800000000.0,520844851000.0
,,,- Chi phí lãi từ hợp đồng hợp tác đầu tư,6.574.419.177,89.894.255.192,,6574419177.0,89894255192.0
,,,"- Cổ tức, lợi nhuận phải trả",1.372.031.029,1.372.031.029,,1372031029.0,1372031029.0
,,,- Phải trả lãi vay,108.689.189.136,110.974.993.768,,108689189136.0,110974993768.0
,,,"- Các khoản phải trả, phải nộp khác",17.775.505.846,2.274.831.001,,17775505846.0,2274831001.0
,,,,574.916.351.419,725.957.224.221,,574916351419.0,725957224221.0
a.2),a.2),a.2),Chi tiết theo đối tượng,,,,,
,,,Bên liên quan,372.493.448.771,413.797.058.152,,372493448771.0,413797058152.0
,,,- Công ty Cổ phần Phú Hữu Gia,6.532.638.904,6.106.520.547,,6532638904.0,6106520547.0
,,,- Công ty TNHH Đầu tư Phát triển Nam Tây Nguyên,227.300.000.000,239.385.707.289,,227300000000.0,239385707289.0
,,,- Công ty Cổ phần Dây và Cáp Sacom,17.486.000.000,2.484.291.368,,17486000000.0,2484291368.0
,,,- Công ty Cổ phần Địa ốc Sacom,28.667.000.000,96.518.054.794,,28667000000.0,96518054794.0
,,,- Công ty Cổ phần Sacom - Tuyên Lâm,91.436.009.978,66.359.377.975,,91436009978.0,66359377975.0
,,,- Công ty TNHH Sacom Chip Sáng,1.019.635.505,2.943.106.179,,1019635505.0,2943106179.0
,,,- Công ty Cổ phần Capella Quảng Nam,52.164.384,-,,52164384.0,
,,,Bên khác,202.422.902.648,312.160.166.069,,202422902648.0,312160166069.0
,,,- Công ty TNHH Tư vấn Đầu tư và Dịch vụ Suinco,126.500.000.000,-,,126500000000.0,
,,,- Công ty TNHH Đầu tư Đại La,15.132.727.744,5.016.889.041,,15132727744.0,5016889041.0
,,,- Đoàn Sơn Anh,45.000.000.000,45.000.000.000,,45000000000.0,45000000000.0
,,,- Các đối tượng khác,15.790.174.904,262.143.277.028,,15790174904.0,262143277028.0
,,,,574.916.351.419,725.957.224.221,,574916351419.0,725957224221.0
b),b),b),Dài hạn,,,,,
,,,"- Nhận ký quỹ, ký cược dài hạn",399.000.000,380.000.000,,399000000.0,380000000.0
,,,- Nhận vốn góp hợp đồng hợp tác đầu tư,-,162.890.000.000,,,162890000000.0
,,,- Chi phí lãi từ hợp đồng hợp tác đầu tư,-,3.958.421.917,,,3958421917.0
,,,,399.000.000,167.228.421.917,,399000000.0,167228421917.0
