row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023 > VND,Năm 2022 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023 > VND,numeric__Năm 2022 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,17,5.044.013.636,4.860.727.272,,17.0,5044013636.0,4860727272.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,5.044.013.636,4.860.727.272,,,5044013636.0,4860727272.0
11,11,11,4. Giá vốn hàng bán,,-,-,,,,
20,11 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,5.044.013.636,4.860.727.272,,,5044013636.0,4860727272.0
21,11 > 21,21,6. Doanh thu hoạt động tài chính,18,127.779.883.994,336.128.368.659,,18.0,127779883994.0,336128368659.0
22,11 > 22,22,7. Chi phí tài chính,19,74.293.573.905,284.676.458.506,,19.0,74293573905.0,284676458506.0
23,11 > 23,23,Trong đó: Chi phí lãi vay,,72.273.531.307,118.578.354.975,,,72273531307.0,118578354975.0
25,25,25,8. Chi phí bán hàng,,-,-,,,,
26,25 > 26,26,9. Chi phí quản lý doanh nghiệp,20,22.481.511.628,32.550.745.362,,20.0,22481511628.0,32550745362.0
30,25 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,36.048.812.097,23.761.892.063,,,36048812097.0,23761892063.0
31,25 > 31,31,11. Thu nhập khác,21,149.301.734,5.166.209.685,,21.0,149301734.0,5166209685.0
32,25 > 32,32,12. Chi phí khác,,1.457.476,23.394.881,,,1457476.0,23394881.0
40,25 > 40,40,13. Lợi nhuận khác,,147.844.258,5.142.814.804,,,147844258.0,5142814804.0
50,25 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,36.196.656.355,28.904.706.867,,,36196656355.0,28904706867.0
51,25 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,22,1.969.266.589,10.595.869.324,,22.0,1969266589.0,10595869324.0
60,25 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,34.227.389.766,18.308.837.543,,,34227389766.0,18308837543.0
