row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2023 > VND,01/01/2023 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__01/01/2023 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.327.200.908.961,1.857.073.553.101,,,1327200908961.0,1857073553101.0
310,310,310,I. Nợ ngắn hạn,,1.243.468.575.629,1.481.511.797.851,,,1243468575629.0,1481511797851.0
311,311,311,1. Phải trả người bán ngắn hạn,,569.916,252.045.360,,,569916.0,252045360.0
313,313,313,2. Thuế và các khoản phải nộp Nhà nước,10,1.679.060.131,9.053.162.866,,10.0,1679060131.0,9053162866.0
314,314,314,3. Phải trả người lao động,,1.374.640.827,1.808.713.926,,,1374640827.0,1808713926.0
315,315,315,4. Chi phí phải trả ngắn hạn,11,180.000.000,180.000.000,,11.0,180000000.0,180000000.0
318,318,318,5. Doanh thu chưa thực hiện ngắn hạn,12,2.134.750.001,2.031.363.637,,12.0,2134750001.0,2031363637.0
319,319,319,6. Phải trả ngắn hạn khác,13,574.916.351.419,725.957.224.221,,13.0,574916351419.0,725957224221.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,14,657.774.072.791,739.040.780.946,,14.0,657774072791.0,739040780946.0
322,322,322,8. Quỹ khen thưởng phúc lợi,,5.409.130.544,3.188.506.895,,,5409130544.0,3188506895.0
330,330,330,II. Nợ dài hạn,,83.732.333.332,375.561.755.250,,,83732333332.0,375561755250.0
337,337,337,1. Phải trả dài hạn khác,13,399.000.000,167.228.421.917,,13.0,399000000.0,167228421917.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,14,83.333.333.332,208.333.333.333,,14.0,83333333332.0,208333333333.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.890.674.874.559,3.858.705.627.609,,,3890674874559.0,3858705627609.0
410,410,410,I. Vốn chủ sở hữu,15,3.890.674.874.559,3.858.705.627.609,,15.0,3890674874559.0,3858705627609.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.799.609.710.000,3.799.609.710.000,,,3799609710000.0,3799609710000.0
411a,411a,411a,Cổ phiếu phố thông có quyền biểu quyết,,3.799.609.710.000,3.799.609.710.000,,,3799609710000.0,3799609710000.0
412,412,412,2. Thặng dư vốn cổ phần,,(76.363.636),(76.363.636),,,-76363636.0,-76363636.0
418,418,418,3. Quỹ đầu tư phát triển,,142.970.000,142.970.000,,,142970000.0,142970000.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,90.998.558.195,59.029.311.245,,,90998558195.0,59029311245.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,56.771.168.429,40.720.473.702,,,56771168429.0,40720473702.0
421b,421b,421b,LNST chưa phân phối năm nay,,34.227.389.766,18.308.837.543,,,34227389766.0,18308837543.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.217.875.783.520,5.715.779.180.710,,,5217875783520.0,5715779180710.0
