row_label_raw,row_label_full,col_0,col_1,31/12/2023,01/01/2023,numeric__col_1,numeric__31/12/2023,numeric__01/01/2023
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),Công cụ dụng cụ xuất dùng,-,26.422.727,,,26422727.0
a),a) > a),a),Chi phí thuê tài sản,44.000.000,36.666.670,,44000000.0,36666670.0
a),a) > a),a),Chi phí trả trước ngắn hạn khác,4.166.663,-,,4166663.0,
a),a) > a),a),,48.166.663,63.089.397,,48166663.0,63089397.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),Chi phí sửa chữa tài sản,2.352.288.294,226.981.212,,2352288294.0,226981212.0
b),b) > b),b),Chi phí bảo hiểm,1.601.467.000,-,,1601467000.0,
b),b) > b),b),Chi phí trả trước dài hạn khác,1.325.757.578,2.085.910.000,,1325757578.0,2085910000.0
b),b) > b),b),,5.279.512.872,2.312.891.212,,5279512872.0,2312891212.0
