row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng,19.1,1.116.144.245,188.970.898,,191.0,1116144245.0,188970898.0
11,11,11,2. Giá vốn hàng bán,,(937.094.639),(173.574.358),,,-937094639.0,-173574358.0
20,20,20,3. Lợi nhuận gộp về bán hàng,,179.049.606,15.396.540,,,179049606.0,15396540.0
21,21,21,4. Doanh thu hoạt động tài chính,19.2,591.314.027,794.749.353,,192.0,591314027.0,794749353.0
22,22,22,5. Chi phí tài chính,20,(709.636.650),(663.659.663),,20.0,-709636650.0,-663659663.0
23,23,23,Trong đó: Chi phí lãi vay,,(540.394.590),(549.707.937),,,-540394590.0,-549707937.0
25,25,25,6. Chi phí bán hàng,21,(45.011.892),(12.733.911),,21.0,-45011892.0,-12733911.0
26,26,26,7. Chi phí quản lý doanh nghiệp,21,(39.041.110),(22.398.389),,21.0,-39041110.0,-22398389.0
30,30,30,8. (Lỗ) Lợi nhuận thuần từ hoạt động kinh doanh,,(23.326.019),111.353.930,,,-23326019.0,111353930.0
31,31,31,9. Thu nhập khác,22,18.951.604,838.824,,22.0,18951604.0,838824.0
32,32,32,10. Chi phí khác,22,(4.786.635),(6.189.920),,22.0,-4786635.0,-6189920.0
40,40,40,11. Lợi nhuận (lỗ) khác,,14.164.969,(5.351.096),,,14164969.0,-5351096.0
50,50,50,12. Tổng (lỗ) lợi nhuận kế toán trước thuế,,(9.161.050),106.002.834,,,-9161050.0,106002834.0
51,51,51,13. Chi phí thuế TNDN hiện hành,24.1,-,-,,241.0,,
60,60,60,14. (Lỗ) Lợi nhuận sau thuế TNDN,,(9.161.050),106.002.834,,,-9161050.0,106002834.0
