row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,45.011.892,12.733.911,45011892.0,12733911.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,28.781.590,8.002.378,28781590.0,8002378.0
"Chi phí nguyên vật liệu, bao bì","Chi phí nguyên vật liệu, bao bì","Chi phí nguyên vật liệu, bao bì",6.110.576,2.491.935,6110576.0,2491935.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,8.711.738,1.903.118,8711738.0,1903118.0
Khác,Khác,Khác,1.407.988,336.480,1407988.0,336480.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,39.041.110,22.398.389,39041110.0,22398389.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,10.844.014,11.100.863,10844014.0,11100863.0
Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,6.665.148,6.681.229,6665148.0,6681229.0
Khác,Khác,Khác,21.531.948,4.616.297,21531948.0,4616297.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,84.053.002,35.132.300,84053002.0,35132300.0
