row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.504.320.548,366.505.359,1504320548.0,366505359.0
Nhận góp vốn từ các cổ đông (*),Nhận góp vốn từ các cổ đông (*),Nhận góp vốn từ các cổ đông (*),1.197.000.000,-,1197000000.0,
Công ty Cổ phần Hưng Thắng Lợi,Công ty Cổ phần Hưng Thắng Lợi,Công ty Cổ phần Hưng Thắng Lợi,500.000.000,-,500000000.0,
Ông Nguyễn Thanh Quang,Ông Nguyễn Thanh Quang,Ông Nguyễn Thanh Quang,232.335.000,-,232335000.0,
Ông Nguyễn Mạnh Hùng,Ông Nguyễn Mạnh Hùng,Ông Nguyễn Mạnh Hùng,232.330.000,-,232330000.0,
Bà Vũ Thị Thủy Hương,Bà Vũ Thị Thủy Hương,Bà Vũ Thị Thủy Hương,232.335.000,-,232335000.0,
Lãi vay,Lãi vay,Lãi vay,211.263.641,360.636.540,211263641.0,360636540.0
Mượn tiền,Mượn tiền,Mượn tiền,85.750.000,-,85750000.0,
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,4.506.440,4.506.440,4506440.0,4506440.0
Phải trả khác,Phải trả khác,Phải trả khác,5.800.467,1.362.379,5800467.0,1362379.0
Dài hạn,Dài hạn,Dài hạn,678.380.824,90.503.476,678380824.0,90503476.0
Lãi vay,Lãi vay,Lãi vay,678.380.824,90.503.476,678380824.0,90503476.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.182.701.372,457.008.835,2182701372.0,457008835.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,1.139.678.635,204.580.094,1139678635.0,204580094.0
Phải trả ngắn hạn bên liên quan(Thuyết minh số 25),Trong đó: > Phải trả ngắn hạn bên liên quan(Thuyết minh số 25),Phải trả ngắn hạn bên liên quan(Thuyết minh số 25),696.748.336,169.092.163,696748336.0,169092163.0
Phải trả dài hạn bên liên quan(Thuyết minh số 25),Trong đó: > Phải trả dài hạn bên liên quan(Thuyết minh số 25),Phải trả dài hạn bên liên quan(Thuyết minh số 25),346.274.401,83.336.578,346274401.0,83336578.0
