row_label_raw,row_label_full,Ông Đoàn Nguyên Đức,Chữ tịch,col_2,numeric__Chữ tịch,numeric__col_2
Ông Võ Trường Sơn,Ông Võ Trường Sơn,Ông Võ Trường Sơn,Thành viên,,,
Ông Đoàn Nguyên Thu,Ông Đoàn Nguyên Thu,Ông Đoàn Nguyên Thu,Thành viên,,,
Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Thành viên,bổ nhiệm ngày 30 tháng 6 năm 2017,,
Ông Nguyễn Xuân Thắng,Ông Nguyễn Xuân Thắng,Ông Nguyễn Xuân Thắng,Thành viên,từ nhiệm ngày 30 tháng 6 năm 2017,,
Bà Võ Thị Huyền Lan,Bà Võ Thị Huyền Lan,Bà Võ Thị Huyền Lan,Thành viên,,,
Ông Nguyễn Ngọc Ánh,Ông Nguyễn Ngọc Ánh,Ông Nguyễn Ngọc Ánh,Thành viên,,,
Ông Nguyễn Quan Anh,Ông Nguyễn Quan Anh,Ông Nguyễn Quan Anh,Thành viên,,,
