row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRÀ,,8.155.765.380,9.391.911.447,,,8155765380.0,9391911447.0
310,310,310,I. Nợ ngắn hạn,,2.381.561.152,1.124.466.235,,,2381561152.0,1124466235.0
311,311,311,1. Phải trả người bán ngắn hạn,12,168.392.727,72.458.084,,12.0,168392727.0,72458084.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,13,115.201.505,-,,13.0,115201505.0,
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,183.501,229.158,,16.0,183501.0,229158.0
314,314,314,4. Phải trả người lao động,,279.547,2.647.623,,,279547.0,2647623.0
315,315,315,5. Chi phí phải trả ngắn hạn,14,189.610.019,49.257.238,,14.0,189610019.0,49257238.0
319,319,319,6. Phải trả ngắn hạn khác,15,1.504.320.548,366.505.359,,15.0,1504320548.0,366505359.0
320,320,320,7. Vay ngắn hạn,17,403.573.305,633.368.773,,17.0,403573305.0,633368773.0
330,330,330,II. Nợ dài hạn,,5.774.204.228,8.267.445.212,,,5774204228.0,8267445212.0
333,333,333,1. Chi phí phải trả dài hạn,14,-,62.765.852,,14.0,,62765852.0
337,337,337,2. Phải trả dài hạn khác,15,678.380.824,90.503.476,,15.0,678380824.0,90503476.0
338,338,338,3. Vay dài hạn,17,5.095.823.404,8.114.175.884,,17.0,5095823404.0,8114175884.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,10.018.217.955,10.027.379.005,,,10018217955.0,10027379005.0
410,410,410,I. Vốn chủ sở hữu,18,10.018.217.955,10.027.379.005,,18.0,10018217955.0,10027379005.0
411,411,411,1. Vốn cổ phần,,7.671.438.950,7.671.438.950,,,7671438950.0,7671438950.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.671.438.950,7.671.438.950,,,7671438950.0,7671438950.0
412,412,412,2. Thặng dư vốn cổ phần,,1.064.550.810,1.064.550.810,,,1064550810.0,1064550810.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,1.282.228.195,1.291.389.245,,,1282228195.0,1291389245.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.291.389.245,1.185.386.411,,,1291389245.0,1185386411.0
421b,421b,421b,- (Lỗ) lợi nhuận sau thuế chưa phân phối năm nay,,(9.161.050),106.002.834,,,-9161050.0,106002834.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,18.173.983.335,19.419.290.452,,,18173983335.0,19419290452.0
