row_label_raw,row_label_full,col_0,Vay ngắn hạn,Ngàn VNDVay dài hạn,numeric__Vay ngắn hạn,numeric__Ngàn VNDVay dài hạn
Số đầu năm,Số đầu năm,Số đầu năm,633.368.773,8.114.175.884,633368773.0,8114175884.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,1.241.328.437,147.701.650,1241328437.0,147701650.0
Phân loại từ gia hạn hợp đồng,Phân loại từ gia hạn hợp đồng,Phân loại từ gia hạn hợp đồng,(205.836.317),205.836.317,-205836317.0,205836317.0
Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,(641.520.998),(2.512.418.104),-641520998.0,-2512418104.0
Chỉ phí phát hành trái phiếu,Chỉ phí phát hành trái phiếu,Chỉ phí phát hành trái phiếu,-,8.838.489,,8838489.0
Cán trừ với khoản phải thu,Cán trừ với khoản phải thu,Cán trừ với khoản phải thu,(623.754.088),(865.929.747),-623754088.0,-865929747.0
Chênh lệch tỷ giá hồi đoái do đánh giá lạicác khoản vay có gốc ngoại tệ,Chênh lệch tỷ giá hồi đoái do đánh giá lạicác khoản vay có gốc ngoại tệ,Chênh lệch tỷ giá hồi đoái do đánh giá lạicác khoản vay có gốc ngoại tệ,(12.502),(2.381.085),-12502.0,-2381085.0
Số cuối năm,Số cuối năm,Số cuối năm,403.573.305,5.095.823.404,403573305.0,5095823404.0
