row_label_raw,row_label_full,STT,Tên đơn vị,Tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 31/12/2025,Tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 1/1/2025,Giá trị đầu tư của Tập đoàn Xăng dầu Việt Nam theo giá gốc khoản đầu tư VND > 31/12/2025,Giá trị đầu tư của Tập đoàn Xăng dầu Việt Nam theo giá gốc khoản đầu tư VND > 1/1/2025,numeric__Tên đơn vị,numeric__Tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 31/12/2025,numeric__Tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 1/1/2025,numeric__Giá trị đầu tư của Tập đoàn Xăng dầu Việt Nam theo giá gốc khoản đầu tư VND > 31/12/2025,numeric__Giá trị đầu tư của Tập đoàn Xăng dầu Việt Nam theo giá gốc khoản đầu tư VND > 1/1/2025
26,26,26,Công ty TNHH MTV Petrolimex Vĩnh Long,"100,00%","100,00%",225.000.000.000,128.707.000.000,,1.0,1.0,225000000000.0,128707000000.0
27,27,27,Công ty TNHH MTV Petrolimex Hải Phòng,"100,00%","100,00%",216.800.000.000,156.032.000.000,,1.0,1.0,216800000000.0,156032000000.0
28,28,28,Công ty TNHH MTV Petrolimex Nghệ An,"100,00%","100,00%",187.971.000.000,187.971.000.000,,1.0,1.0,187971000000.0,187971000000.0
29,29,29,Công ty TNHH MTV Petrolimex Ninh Bình,"100,00%","100,00%",187.159.953.049,104.657.953.049,,1.0,1.0,187159953049.0,104657953049.0
30,30,30,Công ty TNHH MTV Petrolimex Phú Thọ,"100,00%","100,00%",177.900.000.000,72.996.000.000,,1.0,1.0,177900000000.0,72996000000.0
31,31,31,Công ty TNHH MTV Petrolimex Tây Ninh,"100,00%","100,00%",157.543.000.000,105.200.000.000,,1.0,1.0,157543000000.0,105200000000.0
32,32,32,Công ty TNHH MTV Petrolimex Thanh Hóa,"100,00%","100,00%",156.752.000.000,156.752.000.000,,1.0,1.0,156752000000.0,156752000000.0
33,33,33,Công ty TNHH MTV Petrolimex Bắc Ninh,"100,00%","100,00%",149.467.000.000,74.581.000.000,,1.0,1.0,149467000000.0,74581000000.0
34,34,34,Công ty TNHH MTV Petrolimex Lào Cai,"100,00%","100,00%",139.200.000.000,65.714.000.000,,1.0,1.0,139200000000.0,65714000000.0
35,35,35,Công ty TNHH MTV Petrolimex Quảng Trị,"100,00%","100,00%",138.144.065.636,57.644.065.636,,1.0,1.0,138144065636.0,57644065636.0
36,36,36,Công ty TNHH MTV Petrolimex Đồng Tháp,"100,00%","100,00%",132.800.000.000,86.227.000.000,,1.0,1.0,132800000000.0,86227000000.0
37,37,37,Công ty TNHH MTV Petrolimex Hà Tĩnh,"100,00%","100,00%",128.507.000.000,128.507.000.000,,1.0,1.0,128507000000.0,128507000000.0
38,38,38,Công ty TNHH MTV Petrolimex Thái Nguyên,"100,00%","100,00%",120.557.000.000,120.557.000.000,,1.0,1.0,120557000000.0,120557000000.0
39,39,39,Công ty TNHH MTV Petrolimex Cà Mau,"100,00%","100,00%",119.000.000.000,98.800.000.000,,1.0,1.0,119000000000.0,98800000000.0
40,40,40,Công ty TNHH MTV Petrolimex Đồng Nai,"100,00%","100,00%",100.000.000.000,50.670.000.000,,1.0,1.0,100000000000.0,50670000000.0
41,41,41,Công ty TNHH MTV Petrolimex Tuyên Quang,"100,00%","100,00%",96.800.000.000,57.125.000.000,,1.0,1.0,96800000000.0,57125000000.0
42,42,42,Công ty TNHH MTV Petrolimex Quảng Ngãi,"100,00%","100,00%",92.000.000.000,32.100.000.000,,1.0,1.0,92000000000.0,32100000000.0
43,43,43,Công ty TNHH MTV Petrolimex Hưng Yên,"100,00%","100,00%",85.000.000.000,48.486.000.000,,1.0,1.0,85000000000.0,48486000000.0
44,44,44,Công ty TNHH MTV Petrolimex Điện Biên,"100,00%","100,00%",78.588.000.000,78.588.000.000,,1.0,1.0,78588000000.0,78588000000.0
45,45,45,Công ty TNHH MTV Petrolimex An Giang,"100,00%","100,00%",49.016.000.000,49.016.000.000,,1.0,1.0,49016000000.0,49016000000.0
46,46,46,Công ty TNHH MTV Petrolimex Sơn La,"100,00%","100,00%",48.651.000.000,48.651.000.000,,1.0,1.0,48651000000.0,48651000000.0
47,47,47,Công ty TNHH MTV Petrolimex Lạng Sơn,"100,00%",-,43.500.000.000,-,,1.0,,43500000000.0,
48,48,48,Công ty TNHH MTV Petrolimex Cao Bằng,"100,00%","100,00%",40.169.000.000,40.169.000.000,,1.0,1.0,40169000000.0,40169000000.0
49,49,49,Công ty TNHH MTV Petrolimex Lai Châu,"100,00%","100,00%",32.998.000.000,32.998.000.000,,1.0,1.0,32998000000.0,32998000000.0
50,50,50,Công ty Xăng dầu Bà Rịa Vũng Tàu,-,"100,00%",-,105.650.000.000,,,1.0,,105650000000.0
51,51,51,Công ty Xăng dầu Bắc Tây Nguyên,-,"100,00%",-,196.163.553.673,,,1.0,,196163553673.0
52,52,52,Công ty Xăng dầu Hà Sơn Bình – Công ty TNHH MTV,-,"100,00%",-,129.234.000.000,,,1.0,,129234000000.0
