row_label_raw,row_label_full,STT,Tên đơn vị,Tổng tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 31/12/2025,Tổng tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 1/1/2025,Tỷ lệ sở hữu và quyền biểu quyết của công ty mẹ trực tiếp > 31/12/2025,Tỷ lệ sở hữu và quyền biểu quyết của công ty mẹ trực tiếp > 1/1/2025,Giá trị đầu tư của công ty mẹ trực tiếp theo giá gốc khoản đầu tư VND > 31/12/2025,Giá trị đầu tư của công ty mẹ trực tiếp theo giá gốc khoản đầu tư VND > 1/1/2025,numeric__Tên đơn vị,numeric__Tổng tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 31/12/2025,numeric__Tổng tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 1/1/2025,numeric__Tỷ lệ sở hữu và quyền biểu quyết của công ty mẹ trực tiếp > 31/12/2025,numeric__Tỷ lệ sở hữu và quyền biểu quyết của công ty mẹ trực tiếp > 1/1/2025,numeric__Giá trị đầu tư của công ty mẹ trực tiếp theo giá gốc khoản đầu tư VND > 31/12/2025,numeric__Giá trị đầu tư của công ty mẹ trực tiếp theo giá gốc khoản đầu tư VND > 1/1/2025
Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO,,,,,,,
1,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO > 1,1,Công ty TNHH MTV Vitaco Sài Gòn,"51,92%","51,92%","100,00%","100,00%",160.000.000.000,160.000.000.000,,0.5192,0.5192,1.0,1.0,160000000000.0,160000000000.0
2,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VITACO > 2,2,Công ty TNHH MTV Vitaco Đà Nẵng,"51,92%","51,92%","100,00%","100,00%",15.000.000.000,15.000.000.000,,0.5192,0.5192,1.0,1.0,15000000000.0,15000000000.0
Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO,,,,,,,
3,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO > 3,3,Công ty TNHH VIPCO Hạ Long,"51,00%","51,00%","100,00%","100,00%",50.000.000.000,50.000.000.000,,0.51,0.51,1.0,1.0,50000000000.0,50000000000.0
4,Công ty con của Công ty Cổ phần Vận tải Xăng dầu VIPCO > 4,4,Công ty TNHH MTV Thuyền viên VIPCO,"51,00%","51,00%","100,00%","100,00%",7.500.000.000,7.500.000.000,,0.51,0.51,1.0,1.0,7500000000.0,7500000000.0
Công ty con của Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con của Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con của Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con của Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con của Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con của Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con của Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con của Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con của Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con của Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,,,,,,,
5,Công ty con của Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex > 5,5,Công ty TNHH MTV Đóng tàu và Thương mại Petrolimex,"51,22%","51,22%","100,00%","100,00%",10.000.000.000,10.000.000.000,,0.5122,0.5122,1.0,1.0,10000000000.0,10000000000.0
Công ty con của Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con của Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con của Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con của Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con của Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con của Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con của Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con của Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con của Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con của Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,,,,,,,
6,Công ty con của Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng > 6,6,Công ty TNHH Đóng tàu PTS Hải Phòng,"51,00%","51,00%","100,00%","100,00%",5.000.000.000,5.000.000.000,,0.51,0.51,1.0,1.0,5000000000.0,5000000000.0
