row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,1/1/2025,1/1/2025_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__1/1/2025,numeric__1/1/2025_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,1.479.584.935.669,-,2.375.514.164.537,-,1479584935669.0,,2375514164537.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,1.043.334.035.411,(4.019.161.584),1.063.301.216.912,(5.168.406.594),1043334035411.0,-4019161584.0,1063301216912.0,-5168406594.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,45.395.519.721,-,46.244.530.803,-,45395519721.0,,46244530803.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,200.367.693.589,-,159.495.429.506,-,200367693589.0,,159495429506.0,
Thành phẩm,Thành phẩm,Thành phẩm,281.542.231.964,(65.933.800.518),673.600.650.859,(2.988.753.319),281542231964.0,-65933800518.0,673600650859.0,-2988753319.0
Hàng hóa,Hàng hóa,Hàng hóa,10.975.249.807.537,(100.529.410.146),11.421.212.724.406,(65.489.556.347),10975249807537.0,-100529410146.0,11421212724406.0,-65489556347.0
Hàng gửi di bán,Hàng gửi di bán,Hàng gửi di bán,-,-,456.672.000,-,,,456672000.0,
Hàng hóa bất động sản,Hàng hóa bất động sản,Hàng hóa bất động sản,6.861.004.553,-,6.861.004.553,-,6861004553.0,,6861004553.0,
,,,14.032.335.228.444,(170.482.372.248),15.746.686.393.576,(73.646.716.260),14032335228444.0,-170482372248.0,15746686393576.0,-73646716260.0
