row_label_raw,row_label_full,Các dự án đầu tư xây dựng và vận hành trạmdừng nghị trên tuyến cao tốc Bắc Nam,31/12/2025VND > 717.500.748.994,1/1/2025VND > 362.199.930.941,numeric__31/12/2025VND > 717.500.748.994,numeric__1/1/2025VND > 362.199.930.941
Dự án xây dựng trụ sở số 1 Khâm Thiên,Dự án xây dựng trụ sở số 1 Khâm Thiên,Dự án xây dựng trụ sở số 1 Khâm Thiên,-,584.547.579.767,,584547579767.0
Các dự án khác,Các dự án khác,Các dự án khác,524.113.835.647,498.808.303.159,524113835647.0,498808303159.0
,,,1.241.614.584.641,1.445.555.813.867,1241614584641.0,1445555813867.0
