row_label_raw,row_label_full,STT > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > 1 > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam,Tên đơn vị > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > Công ty TNHH Castrol BP-PETCO Việt Nam > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam,"Tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 31/12/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > 35,00% > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam","Tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 1/1/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > 35,00% > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam",Giá trị đầu tư trực tiếp theo mệnh giá gốc khoản đầu tư VND > 31/12/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > 169.426.717.325 > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam,Giá trị đầu tư trực tiếp theo mệnh giá gốc khoản đầu tư VND > 1/1/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > 169.426.717.325 > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam,Giá trị đầu tư của các công ty khác trong Tập đoàn theo giá gốc khoản đầu tư VND > 31/12/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > - > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam,Giá trị đầu tư của các công ty khác trong Tập đoàn theo giá gốc khoản đầu tư VND > 1/1/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > - > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam,numeric__Tên đơn vị > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > Công ty TNHH Castrol BP-PETCO Việt Nam > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam,"numeric__Tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 31/12/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > 35,00% > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam","numeric__Tỷ lệ sở hữu và quyền biểu quyết của Tập đoàn > 1/1/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > 35,00% > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam",numeric__Giá trị đầu tư trực tiếp theo mệnh giá gốc khoản đầu tư VND > 31/12/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > 169.426.717.325 > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam,numeric__Giá trị đầu tư trực tiếp theo mệnh giá gốc khoản đầu tư VND > 1/1/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > 169.426.717.325 > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam,numeric__Giá trị đầu tư của các công ty khác trong Tập đoàn theo giá gốc khoản đầu tư VND > 31/12/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > - > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam,numeric__Giá trị đầu tư của các công ty khác trong Tập đoàn theo giá gốc khoản đầu tư VND > 1/1/2025 > Công ty liên doanh của Tập đoàn Xăng dầu Việt Nam > - > Công ty liên kết của Tập đoàn Xăng dầu Việt Nam
1,1,1,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,"40,95%","40,95%",361.849.067.685,361.849.067.685,-,-,,0.40950000000000003,0.40950000000000003,361849067685.0,361849067685.0,,
2,2,2,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,"22,38%","22,38%",20.000.000.000,20.000.000.000,-,-,,0.2238,0.2238,20000000000.0,20000000000.0,,
Công ty liên kết của Công ty TNHH MTV Petrolimex Sài Gòn,Công ty liên kết của Công ty TNHH MTV Petrolimex Sài Gòn,Công ty liên kết của Công ty TNHH MTV Petrolimex Sài Gòn,Công ty liên kết của Công ty TNHH MTV Petrolimex Sài Gòn,Công ty liên kết của Công ty TNHH MTV Petrolimex Sài Gòn,Công ty liên kết của Công ty TNHH MTV Petrolimex Sài Gòn,Công ty liên kết của Công ty TNHH MTV Petrolimex Sài Gòn,Công ty liên kết của Công ty TNHH MTV Petrolimex Sài Gòn,Công ty liên kết của Công ty TNHH MTV Petrolimex Sài Gòn,Công ty liên kết của Công ty TNHH MTV Petrolimex Sài Gòn,,,,,,,
3,Công ty liên kết của Công ty TNHH MTV Petrolimex Sài Gòn > 3,3,Công ty Cổ phần Thương mại Kiên Giang,"38,94%","38,94%",102.126.729.600,102.126.729.600,56.939.495.600,56.939.495.600,,0.38939999999999997,0.38939999999999997,102126729600.0,102126729600.0,56939495600.0,56939495600.0
Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex,,,,,,,
4,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex > 4,4,Công ty Cổ phần Cơ khí Xăng dầu,"46,00%","46,00%",67.798.583.999,67.798.583.999,-,-,,0.46,0.46,67798583999.0,67798583999.0,,
5,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex > 5,5,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,"30,00%","30,00%",53.724.566.907,53.724.566.907,-,-,,0.3,0.3,53724566907.0,53724566907.0,,
6,Công ty liên kết của Công ty TNHH MTV - Tổng Công ty Xây lắp và Thương mại Petrolimex > 6,6,Công ty Cổ phần Xây lắp III - Petrolimex,"30,00%","30,00%",25.560.000.000,25.560.000.000,-,-,,0.3,0.3,25560000000.0,25560000000.0,,
