row_label_raw,row_label_full,col_0,1/1/2025 > Giá trị ghi sổ và số có khả năng trả nợ VND,1/1/2025 > Tăng VND,Biến động trong năm > Giảm VND,Biến động trong năm > Chênh lệch tỷ giá VND,31/12/2025 > Giá trị ghi sổ và số có khả năng trả nợ VND,31/12/2025,numeric__1/1/2025 > Giá trị ghi sổ và số có khả năng trả nợ VND,numeric__1/1/2025 > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__Biến động trong năm > Chênh lệch tỷ giá VND,numeric__31/12/2025 > Giá trị ghi sổ và số có khả năng trả nợ VND,numeric__31/12/2025
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,17.219.300.299.971,82.087.038.200.817,(81.369.152.075.073),25.204.329.355,17.962.390.755.070,,17219300299971.0,82087038200817.0,-81369152075073.0,25204329355.0,17962390755070.0,
Vay dài hạn đến hạn trả (Thuyết minh 21(b)),Vay dài hạn đến hạn trả (Thuyết minh 21(b)),Vay dài hạn đến hạn trả (Thuyết minh 21(b)),165.221.905.292,121.629.154.091,(165.221.905.292),1.010.259.951,122.639.414.042,,165221905292.0,121629154091.0,-165221905292.0,1010259951.0,122639414042.0,
,,,17.384.522.205.263,82.208.667.354.908,(81.534.373.980.365),26.214.589.306,18.085.030.169.112,,17384522205263.0,82208667354908.0,-81534373980365.0,26214589306.0,18085030169112.0,
