row_label_raw,row_label_full,col_0,Đơn vị,31/12/2025,1/1/2025,numeric__Đơn vị,numeric__31/12/2025,numeric__1/1/2025
Xăng RON 92,Xăng RON 92,Xăng RON 92,Lít 15 (*),-,1.998,,,1998.0
Xăng RON 95,Xăng RON 95,Xăng RON 95,Lít 15 (*),31.000.998,63.347.731,,31000998.0,63347731.0
Xăng E5,Xăng E5,Xăng E5,Lít 15 (*),21.239.043,4.699,,21239043.0,4699.0
Dầu DO,Dầu DO,Dầu DO,Lít 15 (*),83.160.224,84.509.641,,83160224.0,84509641.0
Dầu hòa,Dầu hòa,Dầu hòa,Lít 15 (*),-,344,,,344.0
Mazút,Mazút,Mazút,Kg,-,4.365,,,4365.0
Jet A1,Jet A1,Jet A1,Lít 15 (*),-,29.067.307,,,29067307.0
Nhựa đường,Nhựa đường,Nhựa đường,Kg,3.261.910,3.441.764,,3261910.0,3441764.0
Hóa chất,Hóa chất,Hóa chất,Kg,440.405,4.863.149,,440405.0,4863149.0
