row_label_raw,row_label_full,Đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn,31/12/2025 > Giá gốc VND > Đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn,31/12/2025 > Giá trị hợp lý VND > Đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn,1/1/2025 > Giá gốc VND > Đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn,1/1/2025 > Giá trị hợp lý VND > Đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn,numeric__31/12/2025 > Giá gốc VND > Đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn,numeric__31/12/2025 > Giá trị hợp lý VND > Đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn,numeric__1/1/2025 > Giá gốc VND > Đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn,numeric__1/1/2025 > Giá trị hợp lý VND > Đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn
▪ Tiền gửi có kỳ hạn (i),▪ Tiền gửi có kỳ hạn (i),▪ Tiền gửi có kỳ hạn (i),16.852.656.772.343,16.852.656.772.343,12.904.166.568.012,12.904.166.568.012,16852656772343.0,16852656772343.0,12904166568012.0,12904166568012.0
▪ Trái phiếu (ii),▪ Trái phiếu (ii),▪ Trái phiếu (ii),1.000.000.000.000,(*),2.200.000.000.000,(*),1000000000000.0,,2200000000000.0,
,,,17.852.656.772.343,,15.104.166.568.012,,17852656772343.0,,15104166568012.0,
Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,,,,
▪ Tiền gửi có kỳ hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn > ▪ Tiền gửi có kỳ hạn,▪ Tiền gửi có kỳ hạn,-,,500.400.000.000,(*),,,500400000000.0,
▪ Trái phiếu (iii),Đầu tư nằm giữ đến ngày đáo hạn – dài hạn > ▪ Trái phiếu (iii),▪ Trái phiếu (iii),5.000.000.000.000,(*),1.000.000.000.000,(*),5000000000000.0,,1000000000000.0,
,,,5.000.000.000.000,,1.500.400.000.000,,5000000000000.0,,1500400000000.0,
