row_label_raw,row_label_full,Trả trước cho Công ty Cổ phần Đầu tư Kinh doanh Địa ốc Hưng Thịnh,45.212.940.506,22.606.470.253,numeric__45.212.940.506,numeric__22.606.470.253
Trả trước cho một nhà thầu xây lắp,Trả trước cho một nhà thầu xây lắp,Trả trước cho một nhà thầu xây lắp,10.831.348.918,48.585.605.673,10831348918.0,48585605673.0
Trả trước cho một nhà thầu xây lắp khác,Trả trước cho một nhà thầu xây lắp khác,Trả trước cho một nhà thầu xây lắp khác,80.085.368.011,-,80085368011.0,
